nombre_torneo,nombre_especialidad,nombre_deportista,intento,marca,posicion
Torneo de Netherlands,salto triple,Yaming ZHU,10,1994,1
Torneo de Netherlands,salto triple,Pedro Pablo PICHARDO,1,1990,2
Torneo de Netherlands,salto triple,Thea LAFOND,8,1989,3
Torneo de New Zealand,carrera 100 m,Mujinga KAMBUNDJI,1,9774,1
Torneo de New Zealand,carrera 100 m,Shelly-Ann FRASER-PRYCE,1,9775,2
Torneo de New Zealand,carrera 100 m,Dafne SCHIPPERS,1,9786,3
Torneo de New Zealand,carrera 10000 m,Sifan HASSAN,1,1611030,1
Torneo de New Zealand,carrera 10000 m,Rosemary Monica WANJIRU,1,1614111,2
Torneo de New Zealand,carrera 10000 m,Yemaneberhan CRIPPA,1,1617915,3
Torneo de New Zealand,carrera 110 m con vallas,Elvira HERMAN,1,12105,1
Torneo de New Zealand,carrera 110 m con vallas,Anna COCKRELL,1,12168,2
Torneo de New Zealand,carrera 110 m con vallas,Grant HOLLOWAY,1,12182,3
Torneo de New Zealand,carrera 1500 m,Sarah MCDONALD,1,209997,1
Torneo de New Zealand,carrera 1500 m,Matthew CENTROWITZ,1,213002,2
Torneo de New Zealand,carrera 1500 m,Gabriela DEBUES-STAFFORD,1,213028,3
Torneo de New Zealand,carrera 200 m,Zhenye XIE,1,19522,1
Torneo de New Zealand,carrera 200 m,Clarence MUNYAI,1,19610,2
Torneo de New Zealand,carrera 200 m,Cravon GILLESPIE,1,19705,3
Torneo de New Zealand,carrera 21000 m,Senbere TEFERI,1,3487653,1
Torneo de New Zealand,carrera 21000 m,Netsanet GUDETA,1,3515093,2
Torneo de New Zealand,carrera 21000 m,Ruth CHEPNGETICH,1,3524222,3
Torneo de New Zealand,carrera 3000 m con vallas,Andrew BAYER,1,481036,1
Torneo de New Zealand,carrera 3000 m con vallas,Hyvin KIYENG,1,482997,2
Torneo de New Zealand,carrera 3000 m con vallas,Abraham KIBIWOT,1,483586,3
Torneo de New Zealand,carrera 400 m,Trevor STEWART,1,43468,1
Torneo de New Zealand,carrera 400 m,Sydney MCLAUGHLIN,1,43515,2
Torneo de New Zealand,carrera 400 m,Michael NORMAN,1,43601,3
Torneo de New Zealand,carrera 400 m con vallas,Marcio TELES,1,46184,1
Torneo de New Zealand,carrera 400 m con vallas,Ayomide FOLORUNSO,1,46257,2
Torneo de New Zealand,carrera 400 m con vallas,Sokwakhana ZAZINI,1,46733,3
Torneo de New Zealand,carrera 42000 m,Getaneh MOLLA,1,7311897,1
Torneo de New Zealand,carrera 42000 m,Mosinet GEREMEW,1,7320241,2
Torneo de New Zealand,carrera 42000 m,Ashete BEKERE,1,7330598,3
Torneo de New Zealand,carrera 5000 m,Eva CHERONO,1,772382,1
Torneo de New Zealand,carrera 5000 m,Abadi HADIS,1,775922,2
Torneo de New Zealand,carrera 5000 m,Paul CHELIMO,1,776188,3
Torneo de New Zealand,carrera 800 m,Collins KIPRUTO,1,101969,1
Torneo de New Zealand,carrera 800 m,Winnie NANYONDO,1,102243,2
Torneo de New Zealand,carrera 800 m,Jackline WAMBUI,1,103441,3
Torneo de New Zealand,lanzamiento de bala,Portious WARREN,9,2514,1
Torneo de New Zealand,lanzamiento de bala,Orazio CREMONA,1,2514,2
Torneo de New Zealand,lanzamiento de bala,Lijiao GONG,8,2510,3
Torneo de New Zealand,lanzamiento de disco,Claudine VITA,1,7886,1
Torneo de New Zealand,lanzamiento de disco,David WROBEL,8,7885,2
Torneo de New Zealand,lanzamiento de disco,Apostolos PARELLIS,3,7869,3
Torneo de New Zealand,lanzamiento de jabalina,Marcin KRUKOWSKI,3,9968,1
Torneo de New Zealand,lanzamiento de jabalina,Liveta JASIŪNAITĖ,7,9959,2
Torneo de New Zealand,lanzamiento de jabalina,Elizabeth GLEADLE,5,9956,3
Torneo de New Zealand,lanzamiento de martillo,Janeah STEWART,10,8992,1
Torneo de New Zealand,lanzamiento de martillo,Alexandra TAVERNIER,9,8945,2
Torneo de New Zealand,lanzamiento de martillo,Denis LUKYANOV,8,8904,3
Torneo de New Zealand,salto con pertiga,Sondre GUTTORMSEN,5,667,1
Torneo de New Zealand,salto con pertiga,Piotr LISEK,5,667,2
Torneo de New Zealand,salto con pertiga,Torben BLECH,4,666,3
Torneo de New Zealand,salto de altura,Katarina JOHNSON-THOMPSON,8,259,1
Torneo de New Zealand,salto de altura,Ella JUNNILA,8,259,2
Torneo de New Zealand,salto de altura,Daniela STANCIU,8,259,3
Torneo de New Zealand,salto largo,Tissanna HICKLING,8,956,1
Torneo de New Zealand,salto largo,Naa ANANG,1,955,2
Torneo de New Zealand,salto largo,Jianan WANG,5,953,3
Torneo de New Zealand,salto triple,Yaming ZHU,5,1994,1
Torneo de New Zealand,salto triple,Ana PELETEIRO,6,1993,2
Torneo de New Zealand,salto triple,Benjamin WILLIAMS,6,1983,3
Torneo de Nicaragua,carrera 100 m,Marie-Josée TA LOU,1,9764,1
Torneo de Nicaragua,carrera 100 m,Abdul Hakim SANI BROWN,1,9786,2
Torneo de Nicaragua,carrera 100 m,Kayla WHITE,1,9789,3
Torneo de Nicaragua,carrera 10000 m,Hellen OBIRI,1,1611279,1
Torneo de Nicaragua,carrera 10000 m,Tsigie GEBRESELAMA,1,1619548,2
Torneo de Nicaragua,carrera 10000 m,Susan KRUMINS,1,1620259,3
Torneo de Nicaragua,carrera 110 m con vallas,Shunya TAKAYAMA,1,12174,1
Torneo de Nicaragua,carrera 110 m con vallas,Janeek BROWN,1,12233,2
Torneo de Nicaragua,carrera 110 m con vallas,Nadine VISSER,1,12245,3
Torneo de Nicaragua,carrera 1500 m,Rabii DOUKKANA,1,208895,1
Torneo de Nicaragua,carrera 1500 m,Gudaf TSEGAY,1,209324,2
Torneo de Nicaragua,carrera 1500 m,Sarah MCDONALD,1,209404,3
Torneo de Nicaragua,carrera 200 m,Brittany BROWN,1,19613,1
Torneo de Nicaragua,carrera 200 m,Ramil GULIYEV,1,19633,2
Torneo de Nicaragua,carrera 200 m,Christian COLEMAN,1,19659,3
Torneo de Nicaragua,carrera 21000 m,Joan Chelimo MELLY,1,3482666,1
Torneo de Nicaragua,carrera 21000 m,Birhane DIBABA,1,3491469,2
Torneo de Nicaragua,carrera 21000 m,Jemal Yimer MEKONNEN,1,3500993,3
Torneo de Nicaragua,carrera 3000 m con vallas,Mekides ABEBE,1,481767,1
Torneo de Nicaragua,carrera 3000 m con vallas,Celliphine Chepteek CHESPOL,1,483334,2
Torneo de Nicaragua,carrera 3000 m con vallas,Leonard Kipkemoi BETT,1,484682,3
Torneo de Nicaragua,carrera 400 m,Jonathan JONES,1,43567,1
Torneo de Nicaragua,carrera 400 m,Galefele MOROKO,1,43579,2
Torneo de Nicaragua,carrera 400 m,Phyllis FRANCIS,1,43612,3
Torneo de Nicaragua,carrera 400 m con vallas,Abderrahman SAMBA,1,46188,1
Torneo de Nicaragua,carrera 400 m con vallas,Marcio TELES,1,46263,2
Torneo de Nicaragua,carrera 400 m con vallas,Abdelmalik LAHOULOU,1,46360,3
Torneo de Nicaragua,carrera 42000 m,Ruti AGA,1,7310137,1
Torneo de Nicaragua,carrera 42000 m,Gladys CHERONO,1,7311074,2
Torneo de Nicaragua,carrera 42000 m,Roza DEREJE,1,7335887,3
Torneo de Nicaragua,carrera 5000 m,Karissa SCHWEIZER,1,772237,1
Torneo de Nicaragua,carrera 5000 m,Joshua CHEPTEGEI,1,772240,2
Torneo de Nicaragua,carrera 5000 m,Caroline Chepkoech KIPKIRUI,1,772803,3
Torneo de Nicaragua,carrera 800 m,Marco AROP,1,102206,1
Torneo de Nicaragua,carrera 800 m,Collins KIPRUTO,1,102406,2
Torneo de Nicaragua,carrera 800 m,Abubaker Haydar ABDALLA,1,102528,3
Torneo de Nicaragua,lanzamiento de bala,Paulina GUBA,2,2516,1
Torneo de Nicaragua,lanzamiento de bala,Chukwuebuka ENEKWECHI,4,2511,2
Torneo de Nicaragua,lanzamiento de bala,Anita MÁRTON,3,2508,3
Torneo de Nicaragua,lanzamiento de disco,Sam MATTIS,10,7901,1
Torneo de Nicaragua,lanzamiento de disco,Yang CHEN,3,7840,2
Torneo de Nicaragua,lanzamiento de disco,Andrius GUDŽIUS,7,7834,3
Torneo de Nicaragua,lanzamiento de jabalina,Edis MATUSEVIČIUS,3,9956,1
Torneo de Nicaragua,lanzamiento de jabalina,Andreas HOFMANN,8,9953,2
Torneo de Nicaragua,lanzamiento de jabalina,Shivpal SINGH,6,9882,3
Torneo de Nicaragua,lanzamiento de martillo,Yelizaveta TSAREVA,6,8976,1
Torneo de Nicaragua,lanzamiento de martillo,Gwen BERRY,5,8972,2
Torneo de Nicaragua,lanzamiento de martillo,Marcel LOMNICKÝ,8,8950,3
Torneo de Nicaragua,salto con pertiga,Renaud LAVILLENIE,7,667,1
Torneo de Nicaragua,salto con pertiga,Christopher NILSEN,4,663,2
Torneo de Nicaragua,salto con pertiga,Ninon GUILLON-ROMARIN,8,662,3
Torneo de Nicaragua,salto de altura,Stefano SOTTILE,6,261,1
Torneo de Nicaragua,salto de altura,Ana ŠIMIĆ,6,261,2
Torneo de Nicaragua,salto de altura,Mariya LASITSKENE,2,261,3
Torneo de Nicaragua,salto largo,JuVaughn HARRISON,7,956,1
Torneo de Nicaragua,salto largo,Naa ANANG,1,950,2
Torneo de Nicaragua,salto largo,Florentina Costina IUSCO,9,949,3
Torneo de Nicaragua,salto triple,Shanieka RICKETTS,3,1992,1
Torneo de Nicaragua,salto triple,Alexis COPELLO,9,1983,2
Torneo de Nicaragua,salto triple,Nelson ÉVORA,10,1982,3
Torneo de Niger,carrera 100 m,Reece PRESCOD,1,9762,1
Torneo de Niger,carrera 100 m,Elaine THOMPSON,1,9768,2
Torneo de Niger,carrera 100 m,Divine ODUDURU,1,9807,3
Torneo de Niger,carrera 10000 m,Abadi HADIS,1,1610764,1
Torneo de Niger,carrera 10000 m,Tsehay GEMECHU,1,1612423,2
Torneo de Niger,carrera 10000 m,Netsanet GUDETA,1,1616454,3
Torneo de Niger,carrera 110 m con vallas,Tobi AMUSAN,1,12155,1
Torneo de Niger,carrera 110 m con vallas,Orlando BENNETT,1,12195,2
Torneo de Niger,carrera 110 m con vallas,Brianna MCNEAL,1,12205,3
Torneo de Niger,carrera 1500 m,Matthew CENTROWITZ,1,208772,1
Torneo de Niger,carrera 1500 m,Rababe ARAFI,1,209136,2
Torneo de Niger,carrera 1500 m,Sifan HASSAN,1,209190,3
Torneo de Niger,carrera 200 m,Janeek BROWN,1,19505,1
Torneo de Niger,carrera 200 m,Kenneth BEDNAREK,1,19527,2
Torneo de Niger,carrera 200 m,Teahna DANIELS,1,19622,3
Torneo de Niger,carrera 21000 m,Tsehay GEMECHU,1,3485820,1
Torneo de Niger,carrera 21000 m,Bedan KAROKI,1,3493199,2
Torneo de Niger,carrera 21000 m,Caroline Chepkoech KIPKIRUI,1,3504796,3
Torneo de Niger,carrera 3000 m con vallas,Fernando CARRO,1,481458,1
Torneo de Niger,carrera 3000 m con vallas,Leonard Kipkemoi BETT,1,484332,2
Torneo de Niger,carrera 3000 m con vallas,Matthew HUGHES,1,485062,3
Torneo de Niger,carrera 400 m,Kendall ELLIS,1,43454,1
Torneo de Niger,carrera 400 m,Aminatou SEYNI,1,43484,2
Torneo de Niger,carrera 400 m,Rai BENJAMIN,1,43496,3
Torneo de Niger,carrera 400 m con vallas,Amalie IUEL,1,46141,1
Torneo de Niger,carrera 400 m con vallas,Zurian HECHAVARRÍA,1,46219,2
Torneo de Niger,carrera 400 m con vallas,Kyron MCMASTER,1,46395,3
Torneo de Niger,carrera 42000 m,Azmera ABREHA,1,7353511,1
Torneo de Niger,carrera 42000 m,Guye Idemo ADOLA,1,7356261,2
Torneo de Niger,carrera 42000 m,Kaan Kigen ÖZBILEN,1,7393160,3
Torneo de Niger,carrera 5000 m,Caroline Chepkoech KIPKIRUI,1,775684,1
Torneo de Niger,carrera 5000 m,Paul CHELIMO,1,779017,2
Torneo de Niger,carrera 5000 m,Mohammed AHMED,1,783045,3
Torneo de Niger,carrera 800 m,Francine NIYONSABA,1,102659,1
Torneo de Niger,carrera 800 m,Donavan BRAZIER,1,102762,2
Torneo de Niger,carrera 800 m,Wesley VÁZQUEZ,1,102773,3
Torneo de Niger,lanzamiento de bala,Mesud PEZER,6,2516,1
Torneo de Niger,lanzamiento de bala,Rachel FATHERLY,2,2515,2
Torneo de Niger,lanzamiento de bala,Anna AVDEYEVA,10,2509,3
Torneo de Niger,lanzamiento de disco,Mélina ROBERT-MICHON,9,7884,1
Torneo de Niger,lanzamiento de disco,Alex ROSE,8,7852,2
Torneo de Niger,lanzamiento de disco,Yelena PANOVA,6,7837,3
Torneo de Niger,lanzamiento de jabalina,Antti RUUSKANEN,5,9966,1
Torneo de Niger,lanzamiento de jabalina,Liveta JASIŪNAITĖ,7,9907,2
Torneo de Niger,lanzamiento de jabalina,Eda TUĞSUZ,4,9890,3
Torneo de Niger,lanzamiento de martillo,Eivind HENRIKSEN,6,8992,1
Torneo de Niger,lanzamiento de martillo,Yelizaveta TSAREVA,10,8963,2
Torneo de Niger,lanzamiento de martillo,Réka GYURÁTZ,8,8903,3
Torneo de Niger,salto con pertiga,Kurtis MARSCHALL,5,666,1
Torneo de Niger,salto con pertiga,Kc LIGHTFOOT,8,664,2
Torneo de Niger,salto con pertiga,Sondre GUTTORMSEN,5,660,3
Torneo de Niger,salto de altura,Mirela DEMIREVA,1,261,1
Torneo de Niger,salto de altura,Iryna GERASHCHENKO,7,259,2
Torneo de Niger,salto de altura,Hamish KERR,4,259,3
Torneo de Niger,salto largo,Hibiki TSUHA,9,954,1
Torneo de Niger,salto largo,Hilary KPATCHA,10,952,2
Torneo de Niger,salto largo,Brittney REESE,8,950,3
Torneo de Niger,salto triple,Chengetayi MAPAYA,2,1990,1
Torneo de Niger,salto triple,Yaming ZHU,2,1985,2
Torneo de Niger,salto triple,Jordan Alejandro DÍAZ FORTUN,4,1983,3
Torneo de Nigeria,carrera 100 m,Abdul Hakim SANI BROWN,1,9769,1
Torneo de Nigeria,carrera 100 m,Zharnel HUGHES,1,9774,2
Torneo de Nigeria,carrera 100 m,Raymond EKEVWO,1,9788,3
Torneo de Nigeria,carrera 10000 m,Yasemin CAN,1,1608857,1
Torneo de Nigeria,carrera 10000 m,Marielle HALL,1,1615932,2
Torneo de Nigeria,carrera 10000 m,Rhonex KIPRUTO,1,1618461,3
Torneo de Nigeria,carrera 110 m con vallas,Christina CLEMONS,1,12160,1
Torneo de Nigeria,carrera 110 m con vallas,Wenjun XIE,1,12168,2
Torneo de Nigeria,carrera 110 m con vallas,Megan TAPPER,1,12178,3
Torneo de Nigeria,carrera 1500 m,Eilish MCCOLGAN,1,208909,1
Torneo de Nigeria,carrera 1500 m,Filip INGEBRIGTSEN,1,209372,2
Torneo de Nigeria,carrera 1500 m,Ronald MUSAGALA,1,209623,3
Torneo de Nigeria,carrera 200 m,Divine ODUDURU,1,19520,1
Torneo de Nigeria,carrera 200 m,Dina ASHER-SMITH,1,19521,2
Torneo de Nigeria,carrera 200 m,Miguel FRANCIS,1,19561,3
Torneo de Nigeria,carrera 21000 m,Stephen KIPROP,1,3491441,1
Torneo de Nigeria,carrera 21000 m,Morris Munene GACHAGA,1,3491893,2
Torneo de Nigeria,carrera 21000 m,Roza DEREJE,1,3496556,3
Torneo de Nigeria,carrera 3000 m con vallas,Takele NIGATE,1,481092,1
Torneo de Nigeria,carrera 3000 m con vallas,Hyvin KIYENG,1,481962,2
Torneo de Nigeria,carrera 3000 m con vallas,Mohamed TINDOUFT,1,482280,3
Torneo de Nigeria,carrera 400 m,Salwa Eid NASER,1,43479,1
Torneo de Nigeria,carrera 400 m,Aminatou SEYNI,1,43526,2
Torneo de Nigeria,carrera 400 m,Galefele MOROKO,1,43594,3
Torneo de Nigeria,carrera 400 m con vallas,Ashley SPENCER,1,46100,1
Torneo de Nigeria,carrera 400 m con vallas,Karsten WARHOLM,1,46129,2
Torneo de Nigeria,carrera 400 m con vallas,Patryk DOBEK,1,46132,3
Torneo de Nigeria,carrera 42000 m,Philemon RONO,1,7333555,1
Torneo de Nigeria,carrera 42000 m,Guye Idemo ADOLA,1,7337955,2
Torneo de Nigeria,carrera 42000 m,Evans CHEBET,1,7351766,3
Torneo de Nigeria,carrera 5000 m,Lopez LOMONG,1,772331,1
Torneo de Nigeria,carrera 5000 m,Matthew CENTROWITZ,1,773360,2
Torneo de Nigeria,carrera 5000 m,Edward Zakayo PINGUA,1,775280,3
Torneo de Nigeria,carrera 800 m,Nelly JEPKOSGEI,1,101931,1
Torneo de Nigeria,carrera 800 m,Cornelius TUWEI,1,102144,2
Torneo de Nigeria,carrera 800 m,Raevyn ROGERS,1,103331,3
Torneo de Nigeria,lanzamiento de bala,Konrad BUKOWIECKI,7,2511,1
Torneo de Nigeria,lanzamiento de bala,Michelle CARTER,5,2509,2
Torneo de Nigeria,lanzamiento de bala,Orazio CREMONA,1,2509,3
Torneo de Nigeria,lanzamiento de disco,Sandra PERKOVIĆ,5,7903,1
Torneo de Nigeria,lanzamiento de disco,Andrius GUDŽIUS,6,7864,2
Torneo de Nigeria,lanzamiento de disco,Laulauga TAUSAGA,9,7831,3
Torneo de Nigeria,lanzamiento de jabalina,Antti RUUSKANEN,8,9906,1
Torneo de Nigeria,lanzamiento de jabalina,Tatsiana KHALADOVICH,1,9895,2
Torneo de Nigeria,lanzamiento de jabalina,Keshorn WALCOTT,3,9853,3
Torneo de Nigeria,lanzamiento de martillo,Serhiy REHEDA,3,8903,1
Torneo de Nigeria,lanzamiento de martillo,Janeah STEWART,10,8875,2
Torneo de Nigeria,lanzamiento de martillo,Sofiya PALKINA,8,8863,3
Torneo de Nigeria,salto con pertiga,Olivia GRUVER,6,663,1
Torneo de Nigeria,salto con pertiga,Christopher NILSEN,10,663,2
Torneo de Nigeria,salto con pertiga,Michaela MEIJER,8,662,3
Torneo de Nigeria,salto de altura,Stefano SOTTILE,7,261,1
Torneo de Nigeria,salto de altura,Ella JUNNILA,2,261,2
Torneo de Nigeria,salto de altura,Jeron ROBINSON,6,260,3
Torneo de Nigeria,salto largo,Ese BRUME,1,955,1
Torneo de Nigeria,salto largo,Jeff HENDERSON,9,951,2
Torneo de Nigeria,salto largo,Alina ROTARU,9,948,3
Torneo de Nigeria,salto triple,Thea LAFOND,9,1995,1
Torneo de Nigeria,salto triple,Yosiris URRUTIA,2,1988,2
Torneo de Nigeria,salto triple,Benjamin WILLIAMS,5,1985,3
Torneo de North Korea,carrera 100 m,Isiah YOUNG,1,9777,1
Torneo de North Korea,carrera 100 m,Reece PRESCOD,1,9820,2
Torneo de North Korea,carrera 100 m,Cravon GILLESPIE,1,9833,3
Torneo de North Korea,carrera 10000 m,Hellen OBIRI,1,1609097,1
Torneo de North Korea,carrera 10000 m,Agnes Jebet TIROP,1,1624275,2
Torneo de North Korea,carrera 10000 m,Stewart MCSWEYN,1,1641530,3
Torneo de North Korea,carrera 110 m con vallas,Tonea MARSHALL,1,12134,1
Torneo de North Korea,carrera 110 m con vallas,Kendell WILLIAMS,1,12150,2
Torneo de North Korea,carrera 110 m con vallas,Sergey SHUBENKOV,1,12156,3
Torneo de North Korea,carrera 1500 m,Jakob INGEBRIGTSEN,1,209441,1
Torneo de North Korea,carrera 1500 m,Laura WEIGHTMAN,1,209453,2
Torneo de North Korea,carrera 1500 m,Winny CHEBET,1,209708,3
Torneo de North Korea,carrera 200 m,Aaron BROWN,1,19507,1
Torneo de North Korea,carrera 200 m,Joseph Paul AMOAH,1,19522,2
Torneo de North Korea,carrera 200 m,Noah LYLES,1,19533,3
Torneo de North Korea,carrera 21000 m,Stephen KIPROP,1,3481218,1
Torneo de North Korea,carrera 21000 m,Caroline Chepkoech KIPKIRUI,1,3481586,2
Torneo de North Korea,carrera 21000 m,Sifan HASSAN,1,3504830,3
Torneo de North Korea,carrera 3000 m con vallas,Luiza GEGA,1,485972,1
Torneo de North Korea,carrera 3000 m con vallas,Hyvin KIYENG,1,488058,2
Torneo de North Korea,carrera 3000 m con vallas,Conseslus KIPRUTO,1,489215,3
Torneo de North Korea,carrera 400 m,Abderrahman SAMBA,1,43512,1
Torneo de North Korea,carrera 400 m,Machel CEDENIO,1,43844,2
Torneo de North Korea,carrera 400 m,​Demish GAYE,1,43889,3
Torneo de North Korea,carrera 400 m con vallas,Abdelmalik LAHOULOU,1,46179,1
Torneo de North Korea,carrera 400 m con vallas,Lindsay HANEKOM,1,46266,2
Torneo de North Korea,carrera 400 m con vallas,Norman GRIMES,1,46383,3
Torneo de North Korea,carrera 42000 m,Ruth CHEPNGETICH,1,7317648,1
Torneo de North Korea,carrera 42000 m,Worknesh DEGEFA,1,7365550,2
Torneo de North Korea,carrera 42000 m,Abebe Negewo DEGEFA,1,7399510,3
Torneo de North Korea,carrera 5000 m,Hawi FEYSA,1,772170,1
Torneo de North Korea,carrera 5000 m,Hagos GEBRHIWET,1,772971,2
Torneo de North Korea,carrera 5000 m,Letesenbet GIDEY,1,778347,3
Torneo de North Korea,carrera 800 m,Collins KIPRUTO,1,101930,1
Torneo de North Korea,carrera 800 m,Emily Cherotich TUEI,1,102040,2
Torneo de North Korea,carrera 800 m,Caster SEMENYA,1,102135,3
Torneo de North Korea,lanzamiento de bala,Michelle CARTER,2,2517,1
Torneo de North Korea,lanzamiento de bala,Bob BERTEMES,6,2507,2
Torneo de North Korea,lanzamiento de bala,Alyona GORDEYEVA,4,2503,3
Torneo de North Korea,lanzamiento de disco,Apostolos PARELLIS,6,7894,1
Torneo de North Korea,lanzamiento de disco,Alex ROSE,4,7877,2
Torneo de North Korea,lanzamiento de disco,Valarie ALLMAN,4,7868,3
Torneo de North Korea,lanzamiento de jabalina,Kara WINGER,4,9916,1
Torneo de North Korea,lanzamiento de jabalina,Christin HUSSONG,7,9887,2
Torneo de North Korea,lanzamiento de jabalina,Lina MUZE,2,9881,3
Torneo de North Korea,lanzamiento de martillo,Malwina KOPRON,10,8949,1
Torneo de North Korea,lanzamiento de martillo,Réka GYURÁTZ,8,8888,2
Torneo de North Korea,lanzamiento de martillo,Sean DONNELLY,6,8864,3
Torneo de North Korea,salto con pertiga,Katerina STEFANIDI,9,666,1
Torneo de North Korea,salto con pertiga,Anzhelika SIDOROVA,7,666,2
Torneo de North Korea,salto con pertiga,Zachery BRADFORD,6,665,3
Torneo de North Korea,salto de altura,Daniela STANCIU,10,261,1
Torneo de North Korea,salto de altura,Vashti CUNNINGHAM,6,260,2
Torneo de North Korea,salto de altura,Karyna DEMIDIK,9,259,3
Torneo de North Korea,salto largo,Jeff HENDERSON,10,955,1
Torneo de North Korea,salto largo,Yanis Esmeralda DAVID,3,949,2
Torneo de North Korea,salto largo,JuVaughn HARRISON,7,948,3
Torneo de North Korea,salto triple,Olha SALADUKHA,2,1991,1
Torneo de North Korea,salto triple,Patrícia MAMONA,1,1990,2
Torneo de North Korea,salto triple,Yaoqing FANG,7,1976,3
Torneo de Northern Ireland,carrera 100 m,Mujinga KAMBUNDJI,1,9764,1
Torneo de Northern Ireland,carrera 100 m,Elaine THOMPSON,1,9805,2
Torneo de Northern Ireland,carrera 100 m,Murielle AHOURÉ,1,9811,3
Torneo de Northern Ireland,carrera 10000 m,Lopez LOMONG,1,1619451,1
Torneo de Northern Ireland,carrera 10000 m,Yomif KEJELCHA,1,1619458,2
Torneo de Northern Ireland,carrera 10000 m,Hellen OBIRI,1,1621231,3
Torneo de Northern Ireland,carrera 110 m con vallas,Antonio ALKANA,1,12145,1
Torneo de Northern Ireland,carrera 110 m con vallas,Grant HOLLOWAY,1,12180,2
Torneo de Northern Ireland,carrera 110 m con vallas,Kendra HARRISON,1,12184,3
Torneo de Northern Ireland,carrera 1500 m,Winnie NANYONDO,1,208997,1
Torneo de Northern Ireland,carrera 1500 m,Stewart MCSWEYN,1,209236,2
Torneo de Northern Ireland,carrera 1500 m,Nikki HILTZ,1,210476,3
Torneo de Northern Ireland,carrera 200 m,Alex QUIÑÓNEZ,1,19537,1
Torneo de Northern Ireland,carrera 200 m,Elaine THOMPSON,1,19620,2
Torneo de Northern Ireland,carrera 200 m,Blessing OKAGBARE,1,19635,3
Torneo de Northern Ireland,carrera 21000 m,Senbere TEFERI,1,3481606,1
Torneo de Northern Ireland,carrera 21000 m,Benard KIMELI,1,3486099,2
Torneo de Northern Ireland,carrera 21000 m,Andamlak BELIHU,1,3487363,3
Torneo de Northern Ireland,carrera 3000 m con vallas,Hillary BOR,1,482068,1
Torneo de Northern Ireland,carrera 3000 m con vallas,Fernando CARRO,1,483114,2
Torneo de Northern Ireland,carrera 3000 m con vallas,Colleen QUIGLEY,1,490866,3
Torneo de Northern Ireland,carrera 400 m,Wadeline JONATHAS,1,43647,1
Torneo de Northern Ireland,carrera 400 m,Fred KERLEY,1,43675,2
Torneo de Northern Ireland,carrera 400 m,Laviai NIELSEN,1,43745,3
Torneo de Northern Ireland,carrera 400 m con vallas,Abdelmalik LAHOULOU,1,46290,1
Torneo de Northern Ireland,carrera 400 m con vallas,Lindsay HANEKOM,1,46350,2
Torneo de Northern Ireland,carrera 400 m con vallas,Amere LATTIN,1,46373,3
Torneo de Northern Ireland,carrera 42000 m,Valary JEMELI,1,7307622,1
Torneo de Northern Ireland,carrera 42000 m,Mosinet GEREMEW,1,7329953,2
Torneo de Northern Ireland,carrera 42000 m,Kinde ATANAW,1,7365918,3
Torneo de Northern Ireland,carrera 5000 m,Matthew CENTROWITZ,1,776455,1
Torneo de Northern Ireland,carrera 5000 m,Karissa SCHWEIZER,1,777106,2
Torneo de Northern Ireland,carrera 5000 m,Edward CHESEREK,1,779070,3
Torneo de Northern Ireland,carrera 800 m,Raevyn ROGERS,1,101932,1
Torneo de Northern Ireland,carrera 800 m,Collins KIPRUTO,1,102554,2
Torneo de Northern Ireland,carrera 800 m,Halimah NAKAAYI,1,102971,3
Torneo de Northern Ireland,lanzamiento de bala,Darlan ROMANI,2,2519,1
Torneo de Northern Ireland,lanzamiento de bala,Orazio CREMONA,4,2518,2
Torneo de Northern Ireland,lanzamiento de bala,Brittany CREW,6,2502,3
Torneo de Northern Ireland,lanzamiento de disco,Andrius GUDŽIUS,3,7887,1
Torneo de Northern Ireland,lanzamiento de disco,Christoph HARTING,6,7879,2
Torneo de Northern Ireland,lanzamiento de disco,Marike STEINACKER,10,7877,3
Torneo de Northern Ireland,lanzamiento de jabalina,Cyprian MRZYGŁÓD,3,9964,1
Torneo de Northern Ireland,lanzamiento de jabalina,Thomas RÖHLER,9,9948,2
Torneo de Northern Ireland,lanzamiento de jabalina,Shiying LIU,1,9940,3
Torneo de Northern Ireland,lanzamiento de martillo,Serhiy PEREVOZNIKOV,8,8942,1
Torneo de Northern Ireland,lanzamiento de martillo,Eivind HENRIKSEN,3,8901,2
Torneo de Northern Ireland,lanzamiento de martillo,Laura IGAUNE,5,8830,3
Torneo de Northern Ireland,salto con pertiga,Cole WALSH,2,665,1
Torneo de Northern Ireland,salto con pertiga,Katie NAGEOTTE,9,663,2
Torneo de Northern Ireland,salto con pertiga,Michaela MEIJER,9,661,3
Torneo de Northern Ireland,salto de altura,Shelby MCEWEN,9,259,1
Torneo de Northern Ireland,salto de altura,Takashi ETO,7,259,2
Torneo de Northern Ireland,salto de altura,Django LOVETT,5,259,3
Torneo de Northern Ireland,salto largo,Thobias MONTLER,5,954,1
Torneo de Northern Ireland,salto largo,Darya KLISHINA,2,954,2
Torneo de Northern Ireland,salto largo,Caterine IBARGUEN,2,950,3
Torneo de Northern Ireland,salto triple,Yekaterina KONEVA,1,1994,1
Torneo de Northern Ireland,salto triple,Alexsandro MELO,8,1990,2
Torneo de Northern Ireland,salto triple,Jordan Alejandro DÍAZ FORTUN,5,1990,3
