nombre_deportista,nombre_especialidad,nombre_torneo_peor,intento_peor,marca_peor,nombre_torneo_mejor,intento_mejor,marca_mejor
Nelly JEPKOSGEI,carrera 800 m,Torneo de Turkmenistan,1,112032,Torneo de China,1,101909
Nelson ÉVORA,salto triple,Torneo de Turkey,3,1814,Torneo de Malawi,4,1996
Netsanet GUDETA,carrera 10000 m,Torneo de Monaco,1,1768375,Torneo de Argentina,1,1609354
Netsanet GUDETA,carrera 21000 m,Torneo de Switzerland,1,3828474,Torneo de Syria,1,3482018
Nia ALI,carrera 110 m con vallas,Torneo de Vanuatu,1,13305,Torneo de Papua New Guinea,1,12102
Nicholas Kipkorir KIMELI,carrera 5000 m,Torneo de Austria,1,849023,Torneo de Andorra,1,772709
Nicholas Kiptanui BETT,carrera 3000 m con vallas,Torneo de Nicaragua,1,528928,Torneo de Seychelles,1,481261
Nick MILLER,lanzamiento de martillo,Torneo de Malaysia,8,8177,Torneo de Iraq,9,8992
Nicola MCDERMOTT,salto de altura,Torneo de Iran,6,237,Torneo de Syria,10,261
Nijel AMOS,carrera 800 m,Torneo de Tajikistan,1,112036,Torneo de Canada,1,101977
Nikita TRACEY,carrera 400 m con vallas,Torneo de Zambia,1,50617,Torneo de Ivory Coast,1,46153
Nikki HILTZ,carrera 1500 m,Torneo de Comoros,1,229633,Torneo de Lesotho,1,208920
Nikola OGRODNÍKOVÁ,lanzamiento de jabalina,Torneo de Lithuania,4,9065,Torneo de Grenada,6,9960
Nikoleta KIRIAKOPOULOU,salto con pertiga,Torneo de Burundi,2,606,Torneo de Latvia,2,667
Ninon GUILLON-ROMARIN,salto con pertiga,Torneo de Greece,3,606,Torneo de United Arab Emirates,7,667
Noah LYLES,carrera 100 m,Torneo de Libya,1,10736,Torneo de Puerto Rico,1,9760
Noah LYLES,carrera 200 m,Torneo de South Sudan,1,21444,Torneo de French Guiana,1,19505
Norah JERUTO,carrera 3000 m con vallas,Torneo de Costa Rica,1,529121,Torneo de Honduras,1,481044
Norman GRIMES,carrera 400 m con vallas,Torneo de Ivory Coast,1,50625,Torneo de Botswana,1,46130
Ola STUNES ISENE,lanzamiento de disco,Torneo de Guinea,5,7186,Torneo de Sierra Leone,10,7903
Olga RYPAKOVA,salto triple,Torneo de Gambia,5,1814,Torneo de Eritrea,7,1996
Olha LYAKHOVA,carrera 800 m,Torneo de Tunisia,1,111974,Torneo de Vatican City,1,101940
Olha SALADUKHA,salto triple,Torneo de Croatia,5,1814,Torneo de United Arab Emirates,4,1996
Oliver HELANDER,lanzamiento de jabalina,Torneo de Guinea-Bissau,7,9067,Torneo de Slovakia,8,9956
Olivia GRUVER,salto con pertiga,Torneo de Guatemala,9,606,Torneo de Qatar,9,667
Omar CRADDOCK,salto triple,Torneo de Puerto Rico,2,1814,Torneo de Tanzania,3,1995
Omar MCLEOD,carrera 110 m con vallas,Torneo de South Korea,1,13307,Torneo de Kosovo,1,12099
Orazio CREMONA,lanzamiento de bala,Torneo de Luxembourg,1,2294,Torneo de Burkina Faso,5,2520
Orlando BENNETT,carrera 110 m con vallas,Torneo de Tunisia,1,13307,Torneo de Micronesia,1,12099
Orlando ORTEGA,carrera 110 m con vallas,Torneo de Jordan,1,13304,Torneo de Kuwait,1,12109
Paraskevi PAPACHRISTOU,salto triple,Torneo de Central African Republic,10,1814,Torneo de Indonesia,8,1996
Pascal MARTINOT-LAGARDE,carrera 110 m con vallas,Torneo de South Africa,1,13308,Torneo de Netherlands,1,12119
Patryk DOBEK,carrera 400 m con vallas,Torneo de Bahrain,1,50679,Torneo de Kazakhstan,1,46106
Patrícia MAMONA,salto triple,Torneo de Kuwait,6,1814,Torneo de Colombia,6,1996
Paul CHELIMO,carrera 5000 m,Torneo de Myanmar,1,849132,Torneo de Saudi Arabia,1,772442
Paulina GUBA,lanzamiento de bala,Torneo de Bulgaria,2,2291,Torneo de Nicaragua,2,2516
Paweł FAJDEK,lanzamiento de martillo,Torneo de Comoros,1,8174,Torneo de Central African Republic,6,8988
Paweł WOJCIECHOWSKI,salto con pertiga,Torneo de Cuba,9,606,Torneo de Romania,3,667
Payton CHADWICK,carrera 110 m con vallas,Torneo de Eritrea,1,13305,Torneo de Tonga,1,12098
Payton OTTERDAHL,lanzamiento de bala,Torneo de United States,9,2291,Torneo de Turkey,2,2520
Pedro Pablo PICHARDO,salto triple,Torneo de Egypt,2,1815,Torneo de Norway,2,1996
Peruth CHEMUTAI,carrera 3000 m con vallas,Torneo de Sweden,1,529080,Torneo de Tunisia,1,481272
Philemon RONO,carrera 42000 m,Torneo de Sweden,1,8027625,Torneo de Tonga,1,7304007
Phyllis FRANCIS,carrera 400 m,Torneo de Serbia,1,47792,Torneo de Lithuania,1,43450
Piotr LISEK,salto con pertiga,Torneo de Slovenia,8,606,Torneo de Tanzania,2,667
Piotr MAŁACHOWSKI,lanzamiento de disco,Torneo de Cambodia,6,7186,Torneo de Rwanda,4,7903
Portious WARREN,lanzamiento de bala,Torneo de Guinea-Bissau,2,2291,Torneo de Burundi,7,2521
Purity Cherotich RIONORIPO,carrera 42000 m,Torneo de Chad,1,8031054,Torneo de Germany,1,7303553
Queen CLAYE,carrera 110 m con vallas,Torneo de Jamaica,1,13295,Torneo de Djibouti,1,12098
Quentin BIGOT,lanzamiento de martillo,Torneo de Malawi,2,8182,Torneo de Thailand,5,8986
Quincy HALL,carrera 400 m,Torneo de Mexico,1,47761,Torneo de Ukraine,1,43457
Quincy HALL,carrera 400 m con vallas,Torneo de Zimbabwe,1,50664,Torneo de Maldives,1,46127
Rababe ARAFI,carrera 1500 m,Torneo de Bhutan,1,229647,Torneo de San Marino,1,208782
Rabii DOUKKANA,carrera 1500 m,Torneo de Kiribati,1,229628,Torneo de Vietnam,1,208801
Rachel FATHERLY,lanzamiento de bala,Torneo de Botswana,9,2291,Torneo de Congo Republic of the,9,2519
Raevyn ROGERS,carrera 800 m,Torneo de Bahamas,1,112038,Torneo de Malaysia,1,101893
Rai BENJAMIN,carrera 400 m,Torneo de Cyprus,1,47794,Torneo de Burkina Faso,1,43457
Rai BENJAMIN,carrera 400 m con vallas,Torneo de United States,1,50610,Torneo de Estonia,1,46107
Ramil GULIYEV,carrera 200 m,Torneo de Latvia,1,21412,Torneo de Lithuania,1,19518
Raphael HOLZDEPPE,salto con pertiga,Torneo de Denmark,1,606,Torneo de Venezuela,2,667
Raymond EKEVWO,carrera 100 m,Torneo de Latvia,1,10735,Torneo de Burundi,1,9765
Reece PRESCOD,carrera 100 m,Torneo de Libya,1,10733,Torneo de Niger,1,9762
Reggie JAGERS III,lanzamiento de disco,Torneo de Bulgaria,7,7188,Torneo de Argentina,3,7905
Renaud LAVILLENIE,salto con pertiga,Torneo de Kiribati,10,606,Torneo de Suriname,1,667
Reuben Kiprop KIPYEGO,carrera 42000 m,Torneo de Cambodia,1,8030629,Torneo de Tanzania,1,7302147
Rhonex KIPRUTO,carrera 10000 m,Torneo de Gabon,1,1768742,Torneo de Israel,1,1608528
Robeilys PEINADO,salto con pertiga,Torneo de Cambodia,2,606,Torneo de Wales,9,666
Robert URBANEK,lanzamiento de disco,Torneo de Georgia,3,7194,Torneo de Peru,3,7905
Roberto SKYERS,carrera 100 m,Torneo de Morocco,1,10726,Torneo de Cyprus,1,9766
Rodgers KWEMOI,carrera 10000 m,Torneo de Estonia,1,1768720,Torneo de Ecuador,1,1608075
Ronald KWEMOI,carrera 1500 m,Torneo de Qatar,1,229584,Torneo de Denmark,1,209025
Ronald LEVY,carrera 110 m con vallas,Torneo de Oman,1,13305,Torneo de Tunisia,1,12104
Ronald MUSAGALA,carrera 1500 m,Torneo de Suriname,1,229579,Torneo de Sierra Leone,1,208813
Rose Mary ALMANZA,carrera 800 m,Torneo de Armenia,1,111967,Torneo de Guyana,1,101933
Rosemary Monica WANJIRU,carrera 10000 m,Torneo de Thailand,1,1768687,Torneo de Philippines,1,1608863
Roza DEREJE,carrera 21000 m,Torneo de Netherlands,1,3825191,Torneo de Senegal,1,3481121
Roza DEREJE,carrera 42000 m,Torneo de Gambia,1,8029156,Torneo de Azerbaijan,1,7304491
Rudy WINKLER,lanzamiento de martillo,Torneo de Nepal,8,8174,Torneo de Eritrea,2,8991
Ruiting WU,salto triple,Torneo de Madagascar,4,1815,Torneo de Luxembourg,9,1996
Rushell CLAYTON,carrera 400 m con vallas,Torneo de Ethiopia,1,50693,Torneo de Papua New Guinea,1,46118
Ruswahl SAMAAI,salto largo,Torneo de Iran,8,869,Torneo de Antigua and Barbuda,9,956
Ruth CHEPNGETICH,carrera 21000 m,Torneo de Uzbekistan,1,3828690,Torneo de Brunei,1,3482162
Ruth CHEPNGETICH,carrera 42000 m,Torneo de Nauru,1,8028469,Torneo de Egypt,1,7308031
Ruti AGA,carrera 42000 m,Torneo de Japan,1,8030158,Torneo de Turkey,1,7301667
Ryan CROUSER,lanzamiento de bala,Torneo de Egypt,8,2291,Torneo de Central African Republic,1,2520
Réka GYURÁTZ,lanzamiento de martillo,Torneo de Panama,1,8175,Torneo de Sri Lanka,6,8989
Sage WATSON,carrera 400 m con vallas,Torneo de Kenya,1,50699,Torneo de Central African Republic,1,46178
Sally PEARSON,carrera 110 m con vallas,Torneo de Mongolia,1,13305,Torneo de Palau,1,12100
Salwa Eid NASER,carrera 200 m,Torneo de Malawi,1,21443,Torneo de Luxembourg,1,19504
Salwa Eid NASER,carrera 400 m,Torneo de Trinidad and Tobago,1,47771,Torneo de South Korea,1,43457
Sam KENDRICKS,salto con pertiga,Torneo de Barbados,4,606,Torneo de Mexico,2,667
Sam MATTIS,lanzamiento de disco,Torneo de Vietnam,4,7190,Torneo de Uganda,5,7905
Samuel TEFERA,carrera 1500 m,Torneo de Austria,1,229634,Torneo de Malta,1,208888
Sandi MORRIS,salto con pertiga,Torneo de Bahamas,5,606,Torneo de Sudan,2,667
Sandra PERKOVIĆ,lanzamiento de disco,Torneo de Solomon Islands,5,7189,Torneo de Nigeria,5,7903
Sara KOLAK,lanzamiento de jabalina,Torneo de Jamaica,1,9087,Torneo de Morocco,8,9940
Sara Slott PETERSEN,carrera 400 m con vallas,Torneo de Kiribati,1,50701,Torneo de United States,1,46122
Sarah MCDONALD,carrera 1500 m,Torneo de Serbia,1,229428,Torneo de Peru,1,208794
Sean DONNELLY,lanzamiento de martillo,Torneo de Bahrain,7,8179,Torneo de Suriname,3,8988
Seifu TURA,carrera 21000 m,Torneo de Panama,1,3829025,Torneo de Congo Democratic Republic of the,1,3481150
Selemon BAREGA,carrera 10000 m,Torneo de Azerbaijan,1,1768601,Torneo de Zambia,1,1608319
Selemon BAREGA,carrera 5000 m,Torneo de Azerbaijan,1,849153,Torneo de Bangladesh,1,772111
Senbere TEFERI,carrera 10000 m,Torneo de Tanzania,1,1768606,Torneo de Guyana,1,1608244
Senbere TEFERI,carrera 21000 m,Torneo de Vatican City,1,3828714,Torneo de Gambia,1,3481418
Sergey SHUBENKOV,carrera 110 m con vallas,Torneo de Mauritius,1,13308,Torneo de Cuba,1,12113
Serghei MARGHIEV,lanzamiento de martillo,Torneo de Mauritius,6,8175,Torneo de United States,4,8991
Serhiy PEREVOZNIKOV,lanzamiento de martillo,Torneo de Liechtenstein,5,8174,Torneo de Australia,10,8992
Serhiy REHEDA,lanzamiento de martillo,Torneo de Timor-Leste,1,8177,Torneo de Rwanda,6,8989
ShaCarri RICHARDSON,carrera 100 m,Torneo de Mauritius,1,10732,Torneo de Suriname,1,9760
ShaCarri RICHARDSON,carrera 200 m,Torneo de Austria,1,21423,Torneo de Tonga,1,19501
Shadae LAWRENCE,lanzamiento de disco,Torneo de Bulgaria,7,7191,Torneo de Myanmar,3,7905
Shakima WIMBLEY,carrera 400 m,Torneo de Chad,1,47781,Torneo de Gabon,1,43458
Shamier LITTLE,carrera 400 m con vallas,Torneo de Mexico,1,50699,Torneo de Kazakhstan,1,46113
Shane BRATHWAITE,carrera 110 m con vallas,Torneo de Moldova,1,13307,Torneo de Slovakia,1,12128
Shanieka RICKETTS,salto triple,Torneo de Kazakhstan,10,1814,Torneo de Barbados,6,1995
Shannon OSIKA,carrera 1500 m,Torneo de Gabon,1,229623,Torneo de Turkey,1,208852
Shara PROCTOR,salto largo,Torneo de Belize,1,869,Torneo de Togo,3,956
Sharika NELVIS,carrera 110 m con vallas,Torneo de Bangladesh,1,13304,Torneo de Sudan,1,12129
Sharrika BARNETT,carrera 400 m,Torneo de Laos,1,47776,Torneo de Brazil,1,43452
Shaunae MILLER-UIBO,carrera 200 m,Torneo de Rwanda,1,21423,Torneo de Denmark,1,19501
Shaunae MILLER-UIBO,carrera 400 m,Torneo de Guinea-Bissau,1,47737,Torneo de Ghana,1,43463
Shelby HOULIHAN,carrera 1500 m,Torneo de Uganda,1,229598,Torneo de Madagascar,1,208773
Shelby MCEWEN,salto de altura,Torneo de Albania,4,237,Torneo de Tuvalu,5,261
Shelly-Ann FRASER-PRYCE,carrera 100 m,Torneo de Panama,1,10735,Torneo de Sri Lanka,1,9764
Shelly-Ann FRASER-PRYCE,carrera 200 m,Torneo de Italy,1,21440,Torneo de Kuwait,1,19509
Shericka JACKSON,carrera 400 m,Torneo de Gambia,1,47762,Torneo de Sweden,1,43501
Shivpal SINGH,lanzamiento de jabalina,Torneo de Nauru,2,9063,Torneo de Greece,2,9967
Shiying LIU,lanzamiento de jabalina,Torneo de Burundi,8,9061,Torneo de Rwanda,4,9960
Shoutarou SHIROYAMA,salto largo,Torneo de Saint Vincent and the Grenadines,2,869,Torneo de Namibia,8,956
Shunya TAKAYAMA,carrera 110 m con vallas,Torneo de Bosnia and Herzegovina,1,13308,Torneo de Laos,1,12102
Shura KITATA,carrera 42000 m,Torneo de Myanmar,1,8024238,Torneo de Slovakia,1,7307905
Sifan HASSAN,carrera 10000 m,Torneo de Syria,1,1766874,Torneo de Fiji,1,1608968
Sifan HASSAN,carrera 1500 m,Torneo de Ghana,1,229521,Torneo de South Sudan,1,208771
Sifan HASSAN,carrera 21000 m,Torneo de Saint Lucia,1,3826790,Torneo de Gambia,1,3482679
Sifan HASSAN,carrera 5000 m,Torneo de Panama,1,849167,Torneo de Australia,1,772098
Simon PETTERSSON,lanzamiento de disco,Torneo de Tanzania,3,7192,Torneo de Vietnam,8,7898
Sisay LEMMA,carrera 42000 m,Torneo de Kiribati,1,8023521,Torneo de Peru,1,7309275
Sofiya PALKINA,lanzamiento de martillo,Torneo de El Salvador,8,8175,Torneo de Grenada,6,8984
Sokwakhana ZAZINI,carrera 400 m con vallas,Torneo de Suriname,1,50623,Torneo de Serbia,1,46121
Solomon BERIHU,carrera 10000 m,Torneo de South Korea,1,1768122,Torneo de Chile,1,1608510
Solomon BERIHU,carrera 21000 m,Torneo de Cambodia,1,3826954,Torneo de Vatican City,1,3484137
Solomon BERIHU,carrera 5000 m,Torneo de Azerbaijan,1,848824,Torneo de Saint Vincent and the Grenadines,1,772147
Sondre GUTTORMSEN,salto con pertiga,Torneo de Bosnia and Herzegovina,4,606,Torneo de Uruguay,7,667
Sophie MCKINNA,lanzamiento de bala,Torneo de Japan,5,2291,Torneo de Philippines,10,2520
Soufiane EL BAKKALI,carrera 3000 m con vallas,Torneo de Germany,1,529036,Torneo de Marshall Islands,1,481711
Stanley Kipkoech KEBENEI,carrera 3000 m con vallas,Torneo de Vatican City,1,529060,Torneo de Ghana,1,481207
Stanley Waithaka MBURU,carrera 5000 m,Torneo de Colombia,1,849028,Torneo de Iceland,1,772521
Stefano SOTTILE,salto de altura,Torneo de Armenia,10,237,Torneo de South Sudan,9,261
Steffin MCCARTER,salto largo,Torneo de Spain,1,869,Torneo de Pakistan,5,956
Stephanie TWELL,carrera 10000 m,Torneo de Vatican City,1,1766905,Torneo de Morocco,1,1610159
Stephen KIPROP,carrera 21000 m,Torneo de Bosnia and Herzegovina,1,3828110,Torneo de North Korea,1,3481218
Stephenie Ann MCPHERSON,carrera 400 m,Torneo de Somalia,1,47765,Torneo de Moldova,1,43470
Steven GARDINER,carrera 200 m,Torneo de Gambia,1,21450,Torneo de Fiji,1,19504
Steven GARDINER,carrera 400 m,Torneo de Algeria,1,47789,Torneo de Andorra,1,43453
Stewart MCSWEYN,carrera 10000 m,Torneo de Slovakia,1,1768354,Torneo de Kosovo,1,1608164
Stewart MCSWEYN,carrera 1500 m,Torneo de San Marino,1,229585,Torneo de Maldives,1,208788
Susan KRUMINS,carrera 10000 m,Torneo de Uzbekistan,1,1768428,Torneo de Monaco,1,1609056
Svetlana RADZIVIL,salto de altura,Torneo de Antigua and Barbuda,5,237,Torneo de Zambia,5,261
Sydney MCLAUGHLIN,carrera 400 m,Torneo de Iceland,1,47793,Torneo de United States,1,43453
Sydney MCLAUGHLIN,carrera 400 m con vallas,Torneo de Costa Rica,1,50649,Torneo de Jamaica,1,46095
TJ HOLMES,carrera 400 m con vallas,Torneo de Azerbaijan,1,50687,Torneo de Comoros,1,46094
Tajay GAYLE,salto largo,Torneo de Bulgaria,8,869,Torneo de Scotland,3,955
Takashi ETO,salto de altura,Torneo de Barbados,7,237,Torneo de Panama,5,261
Takatoshi ABE,carrera 400 m con vallas,Torneo de Finland,1,50692,Torneo de Bulgaria,1,46116
Takele NIGATE,carrera 3000 m con vallas,Torneo de Chile,1,528903,Torneo de Venezuela,1,481059
Tamirat TOLA,carrera 10000 m,Torneo de Finland,1,1767550,Torneo de Kosovo,1,1608079
Taoufik MAKHLOUFI,carrera 1500 m,Torneo de Guatemala,1,229586,Torneo de Dominican Republic,1,208784
Tatsiana KHALADOVICH,lanzamiento de jabalina,Torneo de Grenada,1,9064,Torneo de Serbia,6,9962
Teahna DANIELS,carrera 100 m,Torneo de Sri Lanka,1,10722,Torneo de Syria,1,9793
Teahna DANIELS,carrera 200 m,Torneo de Uzbekistan,1,21444,Torneo de Georgia,1,19506
Tebogo MAMATHU,carrera 100 m,Torneo de Brunei,1,10735,Torneo de Kuwait,1,9763
Telahun Haile BEKELE,carrera 5000 m,Torneo de Sierra Leone,1,849204,Torneo de Samoa,1,772121
Thea LAFOND,salto triple,Torneo de Australia,3,1814,Torneo de Scotland,7,1996
Thiago BRAZ,salto con pertiga,Torneo de Djibouti,5,606,Torneo de Zambia,8,667
Thobias MONTLER,salto largo,Torneo de Mexico,2,869,Torneo de Bangladesh,4,956
Thomas RÖHLER,lanzamiento de jabalina,Torneo de Saint Vincent and the Grenadines,3,9063,Torneo de Chad,9,9967
Tia-Adana BELLE,carrera 400 m con vallas,Torneo de Gabon,1,50660,Torneo de Central African Republic,1,46202
Tihomir IVANOV,salto de altura,Torneo de Belize,1,237,Torneo de Senegal,6,261
Tim NEDOW,lanzamiento de bala,Torneo de Micronesia,1,2292,Torneo de United States,7,2521
Timothy CHERUIYOT,carrera 1500 m,Torneo de Denmark,1,229619,Torneo de Benin,1,208800
Timothy CHERUIYOT,carrera 800 m,Torneo de Slovenia,1,111995,Torneo de Hungary,1,101989
Tina ŠUTEJ,salto con pertiga,Torneo de Kosovo,10,606,Torneo de Vietnam,1,667
Tissanna HICKLING,salto largo,Torneo de French Guiana,9,871,Torneo de New Zealand,8,956
Titus EKIRU,carrera 42000 m,Torneo de Luxembourg,1,8026434,Torneo de Bahrain,1,7303429
Tobi AMUSAN,carrera 110 m con vallas,Torneo de Wales,1,13305,Torneo de Italy,1,12099
Tomas WALSH,lanzamiento de bala,Torneo de Nigeria,1,2291,Torneo de Panama,6,2521
Tomáš STANĚK,lanzamiento de bala,Torneo de Benin,6,2293,Torneo de Monaco,7,2521
Tonea MARSHALL,carrera 110 m con vallas,Torneo de Georgia,1,13286,Torneo de Papua New Guinea,1,12100
Torben BLECH,salto con pertiga,Torneo de Nicaragua,4,606,Torneo de Slovakia,10,667
Tori BOWIE,salto largo,Torneo de Hungary,1,869,Torneo de Kyrgyzstan,5,956
Tori FRANKLIN,salto triple,Torneo de Solomon Islands,7,1814,Torneo de Panama,7,1995
Traves SMIKLE,lanzamiento de disco,Torneo de Belarus,10,7188,Torneo de Nepal,8,7899
Trevor STEWART,carrera 400 m,Torneo de Russia,1,47783,Torneo de Japan,1,43458
Tsehay GEMECHU,carrera 10000 m,Torneo de Vietnam,1,1767171,Torneo de Dominican Republic,1,1608234
Tsehay GEMECHU,carrera 21000 m,Torneo de Monaco,1,3828843,Torneo de Cambodia,1,3481952
Tsehay GEMECHU,carrera 5000 m,Torneo de Lebanon,1,849076,Torneo de Malawi,1,772342
Tsigie GEBRESELAMA,carrera 10000 m,Torneo de Moldova,1,1768723,Torneo de Saint Lucia,1,1608952
Twanisha TERRY,carrera 100 m,Torneo de Luxembourg,1,10734,Torneo de Scotland,1,9769
Tynia GAITHER,carrera 100 m,Torneo de Dominican Republic,1,10735,Torneo de Brunei,1,9760
Tyquendo TRACEY,carrera 100 m,Torneo de Eritrea,1,10733,Torneo de Denmark,1,9770
Valarie ALLMAN,lanzamiento de disco,Torneo de Iraq,7,7190,Torneo de French Guiana,8,7905
Valary JEMELI,carrera 21000 m,Torneo de Belgium,1,3827475,Torneo de Uganda,1,3482183
Valary JEMELI,carrera 42000 m,Torneo de Cyprus,1,8026066,Torneo de Paraguay,1,7303454
Valentin LAVILLENIE,salto con pertiga,Torneo de Finland,5,606,Torneo de Mauritania,4,667
Valeriy PRONKIN,lanzamiento de martillo,Torneo de Greece,5,8174,Torneo de Djibouti,10,8991
Vashti CUNNINGHAM,salto de altura,Torneo de Bahamas,8,237,Torneo de Vanuatu,10,261
Vernon NORWOOD,carrera 400 m,Torneo de Haiti,1,47793,Torneo de Belize,1,43464
Vincent KIBET,carrera 1500 m,Torneo de Cabo Verde,1,229496,Torneo de Uganda,1,208853
Vincent Kiprotich KIBET,carrera 10000 m,Torneo de Bahrain,1,1767971,Torneo de Vietnam,1,1609953
Vivian J. CHERUIYOT,carrera 21000 m,Torneo de Turkey,1,3827707,Torneo de Bangladesh,1,3484087
Vivian J. CHERUIYOT,carrera 42000 m,Torneo de Northern Ireland,1,8028981,Torneo de Equatorial Guinea,1,7308210
Wadeline JONATHAS,carrera 400 m,Torneo de Sudan,1,47795,Torneo de Scotland,1,43458
Wenjun XIE,carrera 110 m con vallas,Torneo de Belarus,1,13308,Torneo de Canada,1,12098
Wesley VÁZQUEZ,carrera 800 m,Torneo de Poland,1,111997,Torneo de Germany,1,101895
Whitney ASHLEY,lanzamiento de disco,Torneo de Sweden,6,7194,Torneo de Qatar,9,7905
Wilbert LONDON,carrera 400 m,Torneo de Liberia,1,47706,Torneo de Laos,1,43456
Wilhem BELOCIAN,carrera 110 m con vallas,Torneo de Cabo Verde,1,13302,Torneo de Vietnam,1,12112
Will CLAYE,salto largo,Torneo de Lebanon,3,870,Torneo de Guinea,10,956
Will CLAYE,salto triple,Torneo de Iraq,3,1814,Torneo de San Marino,7,1996
William KINCAID,carrera 5000 m,Torneo de Lebanon,1,849211,Torneo de Guyana,1,772143
Winfred Mutile YAVI,carrera 3000 m con vallas,Torneo de Comoros,1,528814,Torneo de Nepal,1,481479
Winnie NANYONDO,carrera 1500 m,Torneo de Guinea,1,229610,Torneo de Togo,1,208805
Winnie NANYONDO,carrera 800 m,Torneo de Canada,1,111989,Torneo de South Korea,1,101899
Winny CHEBET,carrera 1500 m,Torneo de Belize,1,229539,Torneo de Togo,1,208809
Wojciech NOWICKI,lanzamiento de martillo,Torneo de Togo,4,8177,Torneo de Venezuela,5,8992
Workenesh EDESA,carrera 42000 m,Torneo de Chile,1,8028679,Torneo de Lebanon,1,7304505
Worknesh DEGEFA,carrera 42000 m,Torneo de Laos,1,8030444,Torneo de Mauritania,1,7313334
Wyclife KINYAMAL,carrera 800 m,Torneo de Cuba,1,111991,Torneo de Vanuatu,1,101920
Xinglong GAO,salto largo,Torneo de Armenia,5,869,Torneo de Romania,9,956
Xinyue SU,lanzamiento de disco,Torneo de Oman,7,7197,Torneo de Mauritania,3,7904
Yaimé PÉREZ,lanzamiento de disco,Torneo de Puerto Rico,4,7189,Torneo de Gambia,10,7899
Yalemzerf YEHUALAW,carrera 21000 m,Torneo de Marshall Islands,1,3827260,Torneo de Azerbaijan,1,3482942
Yaming ZHU,salto triple,Torneo de Armenia,5,1815,Torneo de Puerto Rico,3,1996
Yang CHEN,lanzamiento de disco,Torneo de Latvia,3,7189,Torneo de Zimbabwe,8,7903
Yanis Esmeralda DAVID,salto largo,Torneo de Algeria,8,869,Torneo de Panama,3,956
Yanis Esmeralda DAVID,salto triple,Torneo de Paraguay,3,1815,Torneo de Canada,1,1996
Yaoguang ZHANG,salto largo,Torneo de Luxembourg,4,869,Torneo de Scotland,1,956
Yaoqing FANG,salto triple,Torneo de Czechia,4,1816,Torneo de Nauru,7,1996
Yarisley SILVA,salto con pertiga,Torneo de Angola,5,606,Torneo de Vatican City,3,667
Yaroslava MAHUCHIKH,salto de altura,Torneo de Belarus,3,237,Torneo de Zimbabwe,2,261
Yasemin CAN,carrera 10000 m,Torneo de Mali,1,1768095,Torneo de Uruguay,1,1608516
Yasmani COPELLO,carrera 400 m con vallas,Torneo de Georgia,1,50698,Torneo de United Arab Emirates,1,46120
Yekaterina KONEVA,salto triple,Torneo de Greece,9,1814,Torneo de Myanmar,7,1995
Yekaterina STARYGINA,lanzamiento de jabalina,Torneo de Afghanistan,8,9065,Torneo de Saint Lucia,5,9962
Yekaterina STROKOVA,lanzamiento de disco,Torneo de Benin,9,7191,Torneo de Ethiopia,3,7905
Yelena PANOVA,lanzamiento de disco,Torneo de Albania,8,7186,Torneo de United Arab Emirates,5,7904
Yelena SOKOLOVA,salto largo,Torneo de Slovakia,6,869,Torneo de Monaco,1,956
Yelizaveta TSAREVA,lanzamiento de martillo,Torneo de Ukraine,2,8175,Torneo de Kazakhstan,9,8990
Yemaneberhan CRIPPA,carrera 10000 m,Torneo de Mali,1,1768515,Torneo de Netherlands,1,1609113
Yevgeniy KOROTOVSKIY,lanzamiento de martillo,Torneo de Nigeria,10,8176,Torneo de Wales,4,8987
Yohan BLAKE,carrera 100 m,Torneo de Virgin Islands (British),1,10733,Torneo de United States,1,9761
Yomif KEJELCHA,carrera 10000 m,Torneo de United States,1,1768131,Torneo de Seychelles,1,1608123
Yomif KEJELCHA,carrera 21000 m,Torneo de Cyprus,1,3828454,Torneo de Wales,1,3481810
Yomif KEJELCHA,carrera 5000 m,Torneo de United Kingdom,1,848818,Torneo de Qatar,1,772725
Yongli WEI,carrera 100 m,Torneo de Costa Rica,1,10718,Torneo de Mongolia,1,9779
Yosiris URRUTIA,salto triple,Torneo de Botswana,8,1815,Torneo de Afghanistan,7,1996
Yu WANG,salto de altura,Torneo de Australia,1,237,Torneo de Monaco,1,261
Yuki HASHIOKA,salto largo,Torneo de Lesotho,4,869,Torneo de India,1,956
Yuki KOIKE,carrera 100 m,Torneo de Timor-Leste,1,10733,Torneo de Gambia,1,9764
Yulimar ROJAS,salto triple,Torneo de Canada,4,1815,Torneo de Togo,6,1996
Yuliya LEVCHENKO,salto de altura,Torneo de Bahrain,10,237,Torneo de Tajikistan,6,261
Zachery BRADFORD,salto con pertiga,Torneo de Austria,10,606,Torneo de Syria,2,667
Zalina PETRIVSKAYA,lanzamiento de martillo,Torneo de San Marino,9,8175,Torneo de Italy,1,8992
Zarck VISSER,salto largo,Torneo de Bolivia,2,869,Torneo de Virgin Islands (British),2,956
Zeineba YIMER,carrera 10000 m,Torneo de Sri Lanka,1,1768287,Torneo de Australia,1,1610215
Zeineba YIMER,carrera 21000 m,Torneo de Samoa,1,3828790,Torneo de Indonesia,1,3481062
Zeineba YIMER,carrera 42000 m,Torneo de Azerbaijan,1,8030030,Torneo de Ecuador,1,7301146
Zharnel HUGHES,carrera 100 m,Torneo de Morocco,1,10734,Torneo de Sri Lanka,1,9766
