nombre_torneo,nombre_especialidad,nombre_deportista,marca,intento
Torneo de Wales,carrera 100 m,Andre DE GRASSE,9786,1
Torneo de Wales,carrera 100 m,Justin GATLIN,9816,1
Torneo de Ivory Coast,carrera 200 m,Zhenye XIE,19526,1
Torneo de Ivory Coast,carrera 200 m,Cambrea STURGIS,19622,1
Torneo de Ivory Coast,carrera 200 m,Steven GARDINER,19660,1
Torneo de Kuwait,carrera 3000 m con vallas,Benjamin KIGEN,482433,1
Torneo de Kuwait,carrera 3000 m con vallas,Mercy WANJIRU,486655,1
Torneo de Kuwait,carrera 3000 m con vallas,Emma COBURN,487354,1
Torneo de Senegal,carrera 100 m,Tebogo MAMATHU,9777,1
Torneo de Senegal,carrera 100 m,Tyquendo TRACEY,9783,1
Torneo de Senegal,carrera 100 m,Abdul Hakim SANI BROWN,9788,1
Torneo de Saint Vincent and the Grenadines,carrera 21000 m,Lonah Chemtai SALPETER,3495016,1
Torneo de Saint Vincent and the Grenadines,carrera 21000 m,Dibabe KUMA,3497238,1
Torneo de Saint Vincent and the Grenadines,carrera 21000 m,Brigid KOSGEI,3499627,1
Torneo de Kenya,carrera 42000 m,Eliud KIPCHOGE,7322192,1
Torneo de Kenya,carrera 42000 m,Ruth CHEPNGETICH,7342554,1
Torneo de Kenya,carrera 42000 m,Emmanuel SAINA,7364598,1
Torneo de Belarus,carrera 200 m,Clarence MUNYAI,19517,1
Torneo de Belarus,carrera 200 m,Salwa Eid NASER,19563,1
Torneo de Belarus,carrera 200 m,Dafne SCHIPPERS,19577,1
Torneo de Moldova,carrera 42000 m,Marius KIPSEREM,7314613,1
Torneo de Moldova,carrera 42000 m,Kenenisa BEKELE,7336675,1
Torneo de Moldova,carrera 42000 m,Brigid KOSGEI,7346152,1
Torneo de Bangladesh,carrera 5000 m,Selemon BAREGA,772111,1
Torneo de Bangladesh,carrera 5000 m,Konstanze KLOSTERHALFEN,775359,1
Torneo de Bangladesh,carrera 5000 m,Edward Zakayo PINGUA,775930,1
Torneo de Gambia,carrera 110 m con vallas,Britany ANDERSON,12178,1
Torneo de Gambia,carrera 110 m con vallas,Janeek BROWN,12192,1
Torneo de Gambia,carrera 110 m con vallas,Nadine VISSER,12225,1
Torneo de Indonesia,carrera 5000 m,Edward Zakayo PINGUA,780037,1
Torneo de Indonesia,carrera 5000 m,Eva CHERONO,783304,1
Torneo de Indonesia,carrera 5000 m,Muktar EDRIS,783377,1
Torneo de Puerto Rico,carrera 100 m,Noah LYLES,9760,1
Torneo de Puerto Rico,carrera 100 m,Elaine THOMPSON,9761,1
Torneo de Puerto Rico,carrera 100 m,Cravon GILLESPIE,9774,1
Torneo de Nauru,carrera 400 m con vallas,Dharun AYYASAMY,46143,1
Torneo de Nauru,carrera 400 m con vallas,Zurian HECHAVARRÍA,46225,1
Torneo de Nauru,carrera 400 m con vallas,Rushell CLAYTON,46228,1
Torneo de India,carrera 200 m,Anglerne ANNELUS,19568,1
Torneo de India,carrera 200 m,Aaron BROWN,19622,1
Torneo de India,carrera 200 m,Marie-Josée TA LOU,19636,1
Torneo de Latvia,carrera 3000 m con vallas,Zita KÁCSER,484349,1
Torneo de Latvia,carrera 3000 m con vallas,Stanley Kipkoech KEBENEI,486872,1
Torneo de Latvia,carrera 3000 m con vallas,Matthew HUGHES,488258,1
Torneo de El Salvador,carrera 1500 m,Charlie DAVALL GRICE,209007,1
Torneo de El Salvador,carrera 1500 m,Ronald MUSAGALA,209365,1
Torneo de El Salvador,carrera 1500 m,Jenny SIMPSON,210024,1
Torneo de Singapore,carrera 21000 m,Valary JEMELI,3482550,1
Torneo de Singapore,carrera 21000 m,Brigid KOSGEI,3485140,1
Torneo de Singapore,carrera 21000 m,Evaline CHIRCHIR,3508440,1
Torneo de Myanmar,carrera 5000 m,Caroline Chepkoech KIPKIRUI,772171,1
Torneo de Myanmar,carrera 5000 m,Edward CHESEREK,776895,1
Torneo de Myanmar,carrera 5000 m,Eilish MCCOLGAN,779493,1
Torneo de Andorra,carrera 42000 m,Degitu AZIMERAW,7313386,1
Torneo de Andorra,carrera 42000 m,Lonah Chemtai SALPETER,7337368,1
Torneo de Andorra,carrera 42000 m,Kaan Kigen ÖZBILEN,7341663,1
Torneo de Andorra,carrera 200 m,Anglerne ANNELUS,19596,1
Torneo de Andorra,carrera 200 m,Andrew HUDSON,19646,1
Torneo de Andorra,carrera 200 m,Alex QUIÑÓNEZ,19716,1
Torneo de New Zealand,carrera 400 m,Trevor STEWART,43468,1
Torneo de New Zealand,carrera 400 m,Sydney MCLAUGHLIN,43515,1
Torneo de New Zealand,carrera 400 m,Michael NORMAN,43601,1
Torneo de New Zealand,carrera 400 m con vallas,Marcio TELES,46184,1
Torneo de New Zealand,carrera 400 m con vallas,Ayomide FOLORUNSO,46257,1
Torneo de New Zealand,carrera 400 m con vallas,Sokwakhana ZAZINI,46733,1
Torneo de Turkey,carrera 42000 m,Ruti AGA,7301667,1
Torneo de Turkey,carrera 42000 m,Emmanuel SAINA,7310625,1
Torneo de Turkey,carrera 42000 m,Sisay LEMMA,7354807,1
Torneo de South Korea,carrera 1500 m,Winnie NANYONDO,209427,1
Torneo de South Korea,carrera 1500 m,George Meitamei MANANGOI,209689,1
Torneo de South Korea,carrera 1500 m,Rababe ARAFI,209744,1
Torneo de Saudi Arabia,carrera 42000 m,Lonah Chemtai SALPETER,7313086,1
Torneo de Saudi Arabia,carrera 42000 m,Herpasa NEGASA,7343242,1
Torneo de Saudi Arabia,carrera 42000 m,Birhane DIBABA,7343711,1
Torneo de Iraq,carrera 10000 m,Zeineba YIMER,1610216,1
Torneo de Iraq,carrera 10000 m,Letesenbet GIDEY,1616636,1
Torneo de Iraq,carrera 10000 m,Yasemin CAN,1626294,1
Torneo de Fiji,carrera 400 m,Kendall ELLIS,43468,1
Torneo de Fiji,carrera 400 m,Dalilah MUHAMMAD,43592,1
Torneo de Fiji,carrera 400 m,Anthony José ZAMBRANO,43809,1
Torneo de Georgia,carrera 3000 m con vallas,Chala BEYO,481040,1
Torneo de Georgia,carrera 3000 m con vallas,Andrew BAYER,481680,1
Torneo de Georgia,carrera 3000 m con vallas,Winfred Mutile YAVI,481819,1
Torneo de Scotland,carrera 42000 m,Mule WASIHUN,7305665,1
Torneo de Scotland,carrera 42000 m,Sisay LEMMA,7320643,1
Torneo de Scotland,carrera 42000 m,Kenenisa BEKELE,7320711,1
Torneo de Azerbaijan,carrera 3000 m con vallas,Norah JERUTO,481248,1
Torneo de Azerbaijan,carrera 3000 m con vallas,Hyvin KIYENG,481812,1
Torneo de Azerbaijan,carrera 3000 m con vallas,Takele NIGATE,482828,1
Torneo de Myanmar,carrera 400 m con vallas,Shamier LITTLE,46319,1
Torneo de Myanmar,carrera 400 m con vallas,Nikita TRACEY,46541,1
Torneo de Myanmar,carrera 400 m con vallas,Quincy HALL,46780,1
Torneo de Tuvalu,carrera 400 m,Anastasia LE-ROY,43523,1
Torneo de Tuvalu,carrera 400 m,Rai BENJAMIN,43743,1
Torneo de Tuvalu,carrera 400 m,Shakima WIMBLEY,43932,1
Torneo de Kazakhstan,carrera 100 m,Andre DE GRASSE,9788,1
Torneo de Kazakhstan,carrera 100 m,Justin GATLIN,9815,1
Torneo de Kazakhstan,carrera 100 m,Twanisha TERRY,9829,1
Torneo de Cyprus,carrera 200 m,Alex WILSON,19536,1
Torneo de Cyprus,carrera 200 m,Adam GEMILI,19550,1
Torneo de Cyprus,carrera 200 m,Abdul Hakim SANI BROWN,19554,1
Torneo de Mali,carrera 400 m,Phyllis FRANCIS,43474,1
Torneo de Mali,carrera 400 m,Courtney OKOLO,43527,1
Torneo de Mali,carrera 400 m,Dalilah MUHAMMAD,43541,1
Torneo de Singapore,carrera 1500 m,Ayanleh SOULEIMAN,209579,1
Torneo de Singapore,carrera 1500 m,Charlie DAVALL GRICE,209580,1
Torneo de Singapore,carrera 1500 m,Nikki HILTZ,211012,1
Torneo de Greece,carrera 10000 m,Susan KRUMINS,1621746,1
Torneo de Greece,carrera 10000 m,Rhonex KIPRUTO,1624648,1
Torneo de Greece,carrera 10000 m,Abdallah Kibet MANDE,1635618,1
Torneo de Hungary,carrera 5000 m,Nicholas Kipkorir KIMELI,775981,1
Torneo de Hungary,carrera 5000 m,Solomon BERIHU,779985,1
Torneo de Hungary,carrera 5000 m,Mohammed AHMED,782410,1
Torneo de Syria,carrera 5000 m,Hellen OBIRI,777479,1
Torneo de Syria,carrera 5000 m,Beatrice CHEBET,783600,1
Torneo de Syria,carrera 5000 m,Yomif KEJELCHA,784067,1
Torneo de Bahrain,carrera 5000 m,Hagos GEBRHIWET,773533,1
Torneo de Bahrain,carrera 5000 m,Letesenbet GIDEY,775613,1
Torneo de Bahrain,carrera 5000 m,Fantu WORKU,777276,1
Torneo de Honduras,carrera 400 m con vallas,Shamier LITTLE,46155,1
Torneo de Honduras,carrera 400 m con vallas,Yasmani COPELLO,46345,1
Torneo de Honduras,carrera 400 m con vallas,Sara Slott PETERSEN,46361,1
Torneo de Tanzania,carrera 100 m,Mario BURKE,9767,1
Torneo de Tanzania,carrera 100 m,Akani SIMBINE,9782,1
Torneo de Tanzania,carrera 100 m,Carina HORN,9816,1
Torneo de Vietnam,carrera 800 m,Lynsey SHARP,102080,1
Torneo de Vietnam,carrera 800 m,Amel TUKA,102263,1
Torneo de Vietnam,carrera 800 m,Wesley VÁZQUEZ,103185,1
Torneo de Sao Tome and Principe,carrera 400 m con vallas,Abderrahman SAMBA,46254,1
Torneo de Sao Tome and Principe,carrera 400 m con vallas,Janieve RUSSELL,46478,1
Torneo de Sao Tome and Principe,carrera 400 m con vallas,Ayomide FOLORUNSO,46535,1
Torneo de Azerbaijan,carrera 400 m,Galefele MOROKO,43491,1
Torneo de Azerbaijan,carrera 400 m,Dalilah MUHAMMAD,43778,1
Torneo de Azerbaijan,carrera 400 m,Rai BENJAMIN,43783,1
Torneo de France,carrera 1500 m,Josh KERR,209155,1
Torneo de France,carrera 1500 m,Charlie DAVALL GRICE,210297,1
Torneo de France,carrera 1500 m,Konstanze KLOSTERHALFEN,210439,1
Torneo de Togo,carrera 5000 m,Matthew CENTROWITZ,773201,1
Torneo de Togo,carrera 5000 m,Agnes Jebet TIROP,774912,1
Torneo de Togo,carrera 5000 m,Caroline Chepkoech KIPKIRUI,775057,1
Torneo de Fiji,carrera 21000 m,Fikadu HAFTU,3488879,1
Torneo de Fiji,carrera 21000 m,Lonah Chemtai SALPETER,3493192,1
Torneo de Fiji,carrera 21000 m,Stephen KIPROP,3508573,1
Torneo de Northern Ireland,carrera 1500 m,Winnie NANYONDO,208997,1
Torneo de Northern Ireland,carrera 1500 m,Stewart MCSWEYN,209236,1
Torneo de Northern Ireland,carrera 1500 m,Nikki HILTZ,210476,1
Torneo de Tunisia,carrera 100 m,Justin GATLIN,9779,1
Torneo de Tunisia,carrera 100 m,Mario BURKE,9811,1
Torneo de Tunisia,carrera 100 m,Aaron BROWN,9903,1
Torneo de Austria,carrera 800 m,Cornelius TUWEI,102191,1
Torneo de Austria,carrera 800 m,Bryce HOPPEL,102399,1
Torneo de Austria,carrera 800 m,Ajee WILSON,102525,1
Torneo de Suriname,carrera 1500 m,Ayanleh SOULEIMAN,208843,1
Torneo de Suriname,carrera 1500 m,Vincent KIBET,209818,1
Torneo de Suriname,carrera 1500 m,Laura WEIGHTMAN,209935,1
Torneo de Bosnia and Herzegovina,carrera 1500 m,Filip INGEBRIGTSEN,208778,1
Torneo de Bosnia and Herzegovina,carrera 1500 m,Jake WIGHTMAN,208828,1
Torneo de Bosnia and Herzegovina,carrera 1500 m,Shannon OSIKA,209392,1
Torneo de Nauru,carrera 400 m,Phyllis FRANCIS,43720,1
Torneo de Nauru,carrera 400 m,Abderrahman SAMBA,43831,1
Torneo de Nauru,carrera 400 m,Steven GARDINER,43911,1
Torneo de Dominica,carrera 3000 m con vallas,Celliphine Chepteek CHESPOL,481849,1
Torneo de Dominica,carrera 3000 m con vallas,Takele NIGATE,482124,1
Torneo de Dominica,carrera 3000 m con vallas,Nicholas Kiptanui BETT,482758,1
Torneo de Kyrgyzstan,carrera 100 m,Tynia GAITHER,9760,1
Torneo de Kyrgyzstan,carrera 100 m,Reece PRESCOD,9770,1
Torneo de Kyrgyzstan,carrera 100 m,Aleia HOBBS,9800,1
Torneo de Cambodia,carrera 400 m con vallas,Dalilah MUHAMMAD,46135,1
Torneo de Cambodia,carrera 400 m con vallas,Amalie IUEL,46322,1
Torneo de Cambodia,carrera 400 m con vallas,Kyron MCMASTER,46324,1
Torneo de Albania,carrera 800 m,Collins KIPRUTO,101978,1
Torneo de Albania,carrera 800 m,Marco AROP,102189,1
Torneo de Albania,carrera 800 m,Ajee WILSON,102260,1
Torneo de Ethiopia,carrera 1500 m,Jake WIGHTMAN,208980,1
Torneo de Ethiopia,carrera 1500 m,George Meitamei MANANGOI,209656,1
Torneo de Ethiopia,carrera 1500 m,Timothy CHERUIYOT,210303,1
Torneo de Maldives,carrera 400 m,Jonathan JONES,43512,1
Torneo de Maldives,carrera 400 m,Shakima WIMBLEY,43622,1
Torneo de Maldives,carrera 400 m,Justyna ŚWIĘTY-ERSETIC,43965,1
Torneo de Tunisia,carrera 3000 m con vallas,Peruth CHEMUTAI,481272,1
Torneo de Tunisia,carrera 3000 m con vallas,Colleen QUIGLEY,485126,1
Torneo de Tunisia,carrera 3000 m con vallas,Mercy CHEPKURUI,485704,1
Torneo de Djibouti,carrera 5000 m,Karoline Bjerkeli GRØVDAL,772375,1
Torneo de Djibouti,carrera 5000 m,Stanley Waithaka MBURU,776879,1
Torneo de Djibouti,carrera 5000 m,Caroline Chepkoech KIPKIRUI,779845,1
Torneo de Benin,carrera 1500 m,Timothy CHERUIYOT,208800,1
Torneo de Benin,carrera 1500 m,Faith KIPYEGON,208831,1
Torneo de Benin,carrera 1500 m,Jakob INGEBRIGTSEN,209449,1
Torneo de Malaysia,carrera 42000 m,Kinde ATANAW,7322242,1
Torneo de Malaysia,carrera 42000 m,Gladys CHERONO,7405343,1
Torneo de Malaysia,carrera 42000 m,Workenesh EDESA,7426513,1
Torneo de Peru,carrera 10000 m,Rhonex KIPRUTO,1614145,1
Torneo de Peru,carrera 10000 m,Dera DIDA,1617156,1
Torneo de Peru,carrera 10000 m,Andamlak BELIHU,1623698,1
Torneo de Belgium,carrera 800 m,Ajee WILSON,102197,1
Torneo de Belgium,carrera 800 m,Amel TUKA,102251,1
Torneo de Belgium,carrera 800 m,Collins KIPRUTO,102258,1
Torneo de Bahamas,carrera 5000 m,Konstanze KLOSTERHALFEN,773254,1
Torneo de Bahamas,carrera 5000 m,Eva CHERONO,773556,1
Torneo de Bahamas,carrera 5000 m,Hawi FEYSA,774252,1
Torneo de Norway,carrera 1500 m,Marcin LEWANDOWSKI,208843,1
Torneo de Norway,carrera 1500 m,Elijah Motonei MANANGOI,208954,1
Torneo de Norway,carrera 1500 m,Ronald MUSAGALA,210047,1
Torneo de Philippines,carrera 5000 m,Telahun Haile BEKELE,772333,1
Torneo de Philippines,carrera 5000 m,Edward Zakayo PINGUA,773711,1
Torneo de Philippines,carrera 5000 m,Letesenbet GIDEY,778844,1
Torneo de Andorra,carrera 110 m con vallas,Britany ANDERSON,12112,1
Torneo de Andorra,carrera 110 m con vallas,Antonio ALKANA,12121,1
Torneo de Andorra,carrera 110 m con vallas,Anna COCKRELL,12168,1
Torneo de Tajikistan,carrera 110 m con vallas,Tobi AMUSAN,12101,1
Torneo de Tajikistan,carrera 110 m con vallas,Orlando BENNETT,12130,1
Torneo de Tajikistan,carrera 110 m con vallas,Anna COCKRELL,12195,1
Torneo de Virgin Islands (British),carrera 42000 m,Purity Cherotich RIONORIPO,7352210,1
Torneo de Virgin Islands (British),carrera 42000 m,Zeineba YIMER,7354548,1
Torneo de Virgin Islands (British),carrera 42000 m,Workenesh EDESA,7372875,1
Torneo de Bosnia and Herzegovina,carrera 800 m,Jackline WAMBUI,101926,1
Torneo de Bosnia and Herzegovina,carrera 800 m,Lynsey SHARP,102155,1
Torneo de Bosnia and Herzegovina,carrera 800 m,Hanna GREEN,102432,1
Torneo de Nepal,carrera 3000 m con vallas,Winfred Mutile YAVI,481479,1
Torneo de Nepal,carrera 3000 m con vallas,Gesa Felicitas KRAUSE,481624,1
Torneo de Nepal,carrera 3000 m con vallas,Takele NIGATE,482754,1
Torneo de Somalia,carrera 42000 m,Getaneh MOLLA,7312154,1
Torneo de Somalia,carrera 42000 m,Reuben Kiprop KIPYEGO,7318596,1
Torneo de Somalia,carrera 42000 m,Kinde ATANAW,7330535,1
Torneo de Luxembourg,carrera 5000 m,Letesenbet GIDEY,772661,1
Torneo de Luxembourg,carrera 5000 m,Selemon BAREGA,775388,1
Torneo de Luxembourg,carrera 5000 m,Muktar EDRIS,775802,1
Torneo de El Salvador,carrera 42000 m,Mare DIBABA,7303142,1
Torneo de El Salvador,carrera 42000 m,Ruth CHEPNGETICH,7372680,1
Torneo de El Salvador,carrera 42000 m,Worknesh DEGEFA,7415245,1
Torneo de Georgia,carrera 10000 m,Abdallah Kibet MANDE,1610222,1
Torneo de Georgia,carrera 10000 m,Letesenbet GIDEY,1610525,1
Torneo de Georgia,carrera 10000 m,Susan KRUMINS,1612291,1
Torneo de Ghana,carrera 3000 m con vallas,Stanley Kipkoech KEBENEI,481207,1
Torneo de Ghana,carrera 3000 m con vallas,Karoline Bjerkeli GRØVDAL,482491,1
Torneo de Ghana,carrera 3000 m con vallas,Mohamed TINDOUFT,482697,1
Torneo de Seychelles,carrera 100 m,Arthur CISSÉ,9763,1
Torneo de Seychelles,carrera 100 m,Aleia HOBBS,9794,1
Torneo de Seychelles,carrera 100 m,Kayla WHITE,9842,1
Torneo de Iran,carrera 5000 m,Laura WEIGHTMAN,775701,1
Torneo de Iran,carrera 5000 m,Mohammed AHMED,780005,1
Torneo de Iran,carrera 5000 m,Muktar EDRIS,782669,1
Torneo de Namibia,carrera 5000 m,Hagos GEBRHIWET,776133,1
Torneo de Namibia,carrera 5000 m,Lopez LOMONG,777514,1
Torneo de Namibia,carrera 5000 m,Eilish MCCOLGAN,777783,1
Torneo de Macedonia,carrera 1500 m,Gabriela DEBUES-STAFFORD,209271,1
Torneo de Macedonia,carrera 1500 m,Jenny SIMPSON,209297,1
Torneo de Macedonia,carrera 1500 m,Filip INGEBRIGTSEN,209453,1
Torneo de Andorra,carrera 3000 m con vallas,Karoline Bjerkeli GRØVDAL,481710,1
Torneo de Andorra,carrera 3000 m con vallas,Abraham KIBIWOT,482176,1
Torneo de Andorra,carrera 3000 m con vallas,Leonard Kipkemoi BETT,484047,1
Torneo de Sri Lanka,carrera 110 m con vallas,Eduardo RODRIGUES,12115,1
Torneo de Sri Lanka,carrera 110 m con vallas,Devon ALLEN,12186,1
Torneo de Sri Lanka,carrera 110 m con vallas,Orlando ORTEGA,12197,1
Torneo de Kenya,carrera 5000 m,Gloriah KITE,772798,1
Torneo de Kenya,carrera 5000 m,Paul CHELIMO,775222,1
Torneo de Kenya,carrera 5000 m,Beatrice CHEPKOECH,778920,1
Torneo de Namibia,carrera 100 m,Aleia HOBBS,9760,1
Torneo de Namibia,carrera 100 m,Mujinga KAMBUNDJI,9800,1
Torneo de Namibia,carrera 100 m,Yongli WEI,9808,1
Torneo de Bulgaria,carrera 1500 m,Jakob INGEBRIGTSEN,209656,1
Torneo de Bulgaria,carrera 1500 m,Marcin LEWANDOWSKI,209925,1
Torneo de Bulgaria,carrera 1500 m,Shannon OSIKA,210472,1
Torneo de Slovenia,carrera 5000 m,Lopez LOMONG,773119,1
Torneo de Slovenia,carrera 5000 m,Mohammed AHMED,775112,1
Torneo de Slovenia,carrera 5000 m,Hawi FEYSA,777039,1
Torneo de Tanzania,carrera 1500 m,Genzebe DIBABA,208942,1
Torneo de Tanzania,carrera 1500 m,George Meitamei MANANGOI,210321,1
Torneo de Tanzania,carrera 1500 m,Filip INGEBRIGTSEN,211095,1
Torneo de Liberia,carrera 10000 m,Letesenbet GIDEY,1608326,1
Torneo de Liberia,carrera 10000 m,Joshua CHEPTEGEI,1625730,1
Torneo de Liberia,carrera 10000 m,Rosemary Monica WANJIRU,1637868,1
Torneo de Italy,carrera 800 m,Marco AROP,102236,1
Torneo de Italy,carrera 800 m,Collins KIPRUTO,102801,1
Torneo de Italy,carrera 800 m,Nijel AMOS,102819,1
Torneo de Honduras,carrera 110 m con vallas,Antonio ALKANA,12108,1
Torneo de Honduras,carrera 110 m con vallas,Danielle WILLIAMS,12121,1
Torneo de Honduras,carrera 110 m con vallas,Sharika NELVIS,12189,1
Torneo de Zimbabwe,carrera 5000 m,Stanley Waithaka MBURU,773365,1
Torneo de Zimbabwe,carrera 5000 m,Fantu WORKU,774409,1
Torneo de Zimbabwe,carrera 5000 m,Jakob INGEBRIGTSEN,779072,1
Torneo de North Korea,carrera 100 m,Isiah YOUNG,9777,1
Torneo de North Korea,carrera 100 m,Reece PRESCOD,9820,1
Torneo de North Korea,carrera 100 m,Cravon GILLESPIE,9833,1
Torneo de Oman,carrera 3000 m con vallas,Djilali BEDRANI,483773,1
Torneo de Oman,carrera 3000 m con vallas,Lamecha GIRMA,484824,1
Torneo de Oman,carrera 3000 m con vallas,Colleen QUIGLEY,485173,1
Torneo de Papua New Guinea,carrera 110 m con vallas,Tonea MARSHALL,12100,1
Torneo de Papua New Guinea,carrera 110 m con vallas,Nia ALI,12102,1
Torneo de Papua New Guinea,carrera 110 m con vallas,Andrea Carolina VARGAS,12119,1
Torneo de Belarus,carrera 1500 m,Faith KIPYEGON,210901,1
Torneo de Belarus,carrera 1500 m,Eilish MCCOLGAN,211261,1
Torneo de Belarus,carrera 1500 m,Gudaf TSEGAY,211793,1
Torneo de Congo Republic of the,carrera 1500 m,Stewart MCSWEYN,211022,1
Torneo de Congo Republic of the,carrera 1500 m,Charlie DAVALL GRICE,212077,1
Torneo de Congo Republic of the,carrera 1500 m,Shelby HOULIHAN,212189,1
Torneo de Saint Vincent and the Grenadines,carrera 800 m,Collins KIPRUTO,102028,1
Torneo de Saint Vincent and the Grenadines,carrera 800 m,Marco AROP,102141,1
Torneo de Saint Vincent and the Grenadines,carrera 800 m,Raevyn ROGERS,102158,1
Torneo de Qatar,carrera 400 m,Sydney MCLAUGHLIN,43511,1
Torneo de Qatar,carrera 400 m,​Demish GAYE,43643,1
Torneo de Qatar,carrera 400 m,Chrisann GORDON,43662,1
Torneo de Russia,carrera 42000 m,Azmera GEBRU,7303562,1
Torneo de Russia,carrera 42000 m,Degitu AZIMERAW,7307624,1
Torneo de Russia,carrera 42000 m,Gladys CHERONO,7309791,1
Torneo de Poland,carrera 21000 m,Yalemzerf YEHUALAW,3489151,1
Torneo de Poland,carrera 21000 m,Brigid KOSGEI,3489447,1
Torneo de Poland,carrera 21000 m,Sifan HASSAN,3497211,1
Torneo de Liberia,carrera 5000 m,Beatrice CHEPKOECH,773906,1
Torneo de Liberia,carrera 5000 m,William KINCAID,776174,1
Torneo de Liberia,carrera 5000 m,Stanley Waithaka MBURU,776923,1
Torneo de Congo Republic of the,carrera 800 m,Amel TUKA,102064,1
Torneo de Congo Republic of the,carrera 800 m,Ferguson Cheruiyot ROTICH,102327,1
Torneo de Congo Republic of the,carrera 800 m,Clayton MURPHY,103122,1
Torneo de Qatar,carrera 21000 m,Evaline CHIRCHIR,3496630,1
Torneo de Qatar,carrera 21000 m,Brigid KOSGEI,3497225,1
Torneo de Qatar,carrera 21000 m,Senbere TEFERI,3504219,1
Torneo de Russia,carrera 110 m con vallas,Antonio ALKANA,12133,1
Torneo de Russia,carrera 110 m con vallas,Elvira HERMAN,12247,1
Torneo de Russia,carrera 110 m con vallas,Nadine VISSER,12297,1
Torneo de Colombia,carrera 800 m,Eunice Jepkoech SUM,101915,1
Torneo de Colombia,carrera 800 m,Marcin LEWANDOWSKI,102798,1
Torneo de Colombia,carrera 800 m,Michael SARUNI,103202,1
Torneo de Comoros,carrera 21000 m,Seifu TURA,3490252,1
Torneo de Comoros,carrera 21000 m,Roza DEREJE,3491743,1
Torneo de Comoros,carrera 21000 m,Julien WANDERS,3493616,1
Torneo de Bhutan,carrera 400 m con vallas,Dalilah MUHAMMAD,46344,1
Torneo de Bhutan,carrera 400 m con vallas,Amalie IUEL,46500,1
Torneo de Bhutan,carrera 400 m con vallas,Takatoshi ABE,46724,1
Torneo de Luxembourg,carrera 3000 m con vallas,Hyvin KIYENG,482582,1
Torneo de Luxembourg,carrera 3000 m con vallas,Peruth CHEMUTAI,484843,1
Torneo de Luxembourg,carrera 3000 m con vallas,Courtney FRERICHS,484880,1
Torneo de Sudan,carrera 100 m,Tynia GAITHER,9767,1
Torneo de Sudan,carrera 100 m,Arthur CISSÉ,9772,1
Torneo de Sudan,carrera 100 m,Carina HORN,9789,1
Torneo de Switzerland,carrera 21000 m,Morris Munene GACHAGA,3486369,1
Torneo de Switzerland,carrera 21000 m,Felix KIBITOK,3508959,1
Torneo de Switzerland,carrera 21000 m,Brigid KOSGEI,3518217,1
Torneo de Montenegro,carrera 3000 m con vallas,Peruth CHEMUTAI,484088,1
Torneo de Montenegro,carrera 3000 m con vallas,Leonard Kipkemoi BETT,489238,1
Torneo de Montenegro,carrera 3000 m con vallas,Abraham KIBIWOT,489939,1
Torneo de Micronesia,carrera 1500 m,Sifan HASSAN,208873,1
Torneo de Micronesia,carrera 1500 m,Gudaf TSEGAY,211200,1
Torneo de Micronesia,carrera 1500 m,Rabii DOUKKANA,211583,1
Torneo de Tuvalu,lanzamiento de jabalina,Andreas HOFMANN,9898,2
Torneo de Tuvalu,lanzamiento de jabalina,Eda TUĞSUZ,9840,10
Torneo de Tuvalu,lanzamiento de jabalina,Shivpal SINGH,9825,4
Torneo de Sierra Leone,lanzamiento de disco,Ola STUNES ISENE,7903,10
Torneo de Sierra Leone,lanzamiento de disco,Kelsey CARD,7881,7
Torneo de Sierra Leone,lanzamiento de disco,Christoph HARTING,7879,4
Torneo de Sierra Leone,salto triple,Alexis COPELLO,1994,2
Torneo de Sierra Leone,salto triple,Yosiris URRUTIA,1981,9
Torneo de Sierra Leone,salto triple,Ruiting WU,1972,5
Torneo de Equatorial Guinea,lanzamiento de martillo,Sean DONNELLY,8938,6
Torneo de Equatorial Guinea,lanzamiento de martillo,Serghei MARGHIEV,8920,4
Torneo de Equatorial Guinea,lanzamiento de martillo,Iryna KLYMETS,8899,2
Torneo de Saudi Arabia,salto triple,Almir DOS SANTOS,1969,8
Torneo de Saudi Arabia,salto triple,Darya NIDBAYKINA,1966,2
Torneo de Saudi Arabia,salto triple,Caterine IBARGUEN,1964,6
Torneo de Uganda,salto de altura,Erika KINSEY,261,5
Torneo de Uganda,salto de altura,Anna CHICHEROVA,260,9
Torneo de Uganda,salto de altura,Mirela DEMIREVA,259,5
Torneo de Belize,lanzamiento de disco,Valarie ALLMAN,7894,10
Torneo de Belize,lanzamiento de disco,Christoph HARTING,7893,3
Torneo de Belize,lanzamiento de disco,Ehsan HADADI,7888,2
Torneo de Saint Vincent and the Grenadines,lanzamiento de disco,Traves SMIKLE,7893,10
Torneo de Saint Vincent and the Grenadines,lanzamiento de disco,Yang CHEN,7878,2
Torneo de Saint Vincent and the Grenadines,lanzamiento de disco,Andressa DE MORAIS,7867,4
Torneo de Sudan,lanzamiento de jabalina,Liveta JASIŪNAITĖ,9944,9
Torneo de Sudan,lanzamiento de jabalina,Anderson PETERS,9928,4
Torneo de Sudan,lanzamiento de jabalina,Julian WEBER,9923,3
Torneo de Ethiopia,salto de altura,Stefano SOTTILE,261,7
Torneo de Ethiopia,salto de altura,Django LOVETT,260,3
Torneo de Ethiopia,salto de altura,Marie-Laurence JUNGFLEISCH,259,1
