nombre_deportista,nombre_especialidad,mejor_marca,intento,nombre_torneo
Daniel ROBERTS,carrera 110 m con vallas,12105,1,Torneo de Georgia
Daniel ROBERTS,carrera 110 m con vallas,13283,1,Torneo de Malta
Marie-Josée TA LOU,carrera 100 m,9760,1,Torneo de Latvia
Marie-Josée TA LOU,carrera 100 m,10732,1,Torneo de Mexico
Evans CHEBET,carrera 42000 m,7313756,1,Torneo de Luxembourg
Evans CHEBET,carrera 42000 m,8024020,1,Torneo de Singapore
Shelby HOULIHAN,carrera 1500 m,208773,1,Torneo de Madagascar
Shelby HOULIHAN,carrera 1500 m,229598,1,Torneo de Uganda
Salwa Eid NASER,carrera 200 m,19504,1,Torneo de Luxembourg
Salwa Eid NASER,carrera 200 m,21443,1,Torneo de Malawi
Agnes Jebet TIROP,carrera 10000 m,1608740,1,Torneo de Russia
Agnes Jebet TIROP,carrera 10000 m,1768146,1,Torneo de Iran
Rodgers KWEMOI,carrera 10000 m,1608075,1,Torneo de Ecuador
Rodgers KWEMOI,carrera 10000 m,1768720,1,Torneo de Estonia
Sifan HASSAN,carrera 10000 m,1608968,1,Torneo de Fiji
Sifan HASSAN,carrera 10000 m,1766874,1,Torneo de Syria
Lilian Kasait RENGERUK,carrera 5000 m,773421,1,Torneo de Maldives
Lilian Kasait RENGERUK,carrera 5000 m,849044,1,Torneo de Timor-Leste
Teahna DANIELS,carrera 100 m,9793,1,Torneo de Syria
Teahna DANIELS,carrera 100 m,10722,1,Torneo de Sri Lanka
Michael SARUNI,carrera 800 m,101921,1,Torneo de Somalia
Michael SARUNI,carrera 800 m,111973,1,Torneo de Namibia
Kayla WHITE,carrera 200 m,19500,1,Torneo de Jamaica
Kayla WHITE,carrera 200 m,21444,1,Torneo de Russia
Mare DIBABA,carrera 42000 m,7302469,1,Torneo de Mozambique
Mare DIBABA,carrera 42000 m,8025541,1,Torneo de Grenada
Azmera GEBRU,carrera 42000 m,7303562,1,Torneo de Russia
Azmera GEBRU,carrera 42000 m,8030363,1,Torneo de Uganda
Beatrice CHEBET,carrera 5000 m,772188,1,Torneo de Angola
Beatrice CHEBET,carrera 5000 m,849057,1,Torneo de South Korea
Zita KÁCSER,carrera 3000 m con vallas,481149,1,Torneo de Slovakia
Zita KÁCSER,carrera 3000 m con vallas,529122,1,Torneo de Belgium
Quincy HALL,carrera 400 m,43457,1,Torneo de Ukraine
Quincy HALL,carrera 400 m,47761,1,Torneo de Mexico
Dorcas Jepchirchir TUITOEK,carrera 21000 m,3483042,1,Torneo de Guinea-Bissau
Dorcas Jepchirchir TUITOEK,carrera 21000 m,3827062,1,Torneo de Virgin Islands (British)
Winnie NANYONDO,carrera 800 m,101899,1,Torneo de South Korea
Winnie NANYONDO,carrera 800 m,111989,1,Torneo de Canada
Lynsey SHARP,carrera 800 m,101904,1,Torneo de Monaco
Lynsey SHARP,carrera 800 m,112022,1,Torneo de Angola
Asefa MENGSTU,carrera 42000 m,7302153,1,Torneo de Japan
Asefa MENGSTU,carrera 42000 m,8030109,1,Torneo de Honduras
Raymond EKEVWO,carrera 100 m,9765,1,Torneo de Burundi
Raymond EKEVWO,carrera 100 m,10735,1,Torneo de Latvia
Winnie NANYONDO,carrera 1500 m,208805,1,Torneo de Togo
Winnie NANYONDO,carrera 1500 m,229610,1,Torneo de Guinea
Tamirat TOLA,carrera 10000 m,1608079,1,Torneo de Kosovo
Tamirat TOLA,carrera 10000 m,1767550,1,Torneo de Finland
Berehanu TSEGU,carrera 10000 m,1608306,1,Torneo de Belarus
Berehanu TSEGU,carrera 10000 m,1768547,1,Torneo de Mauritius
Roza DEREJE,carrera 21000 m,3481121,1,Torneo de Senegal
Roza DEREJE,carrera 21000 m,3825191,1,Torneo de Netherlands
Degitu AZIMERAW,carrera 42000 m,7307624,1,Torneo de Russia
Degitu AZIMERAW,carrera 42000 m,8030678,1,Torneo de Malta
Eduardo RODRIGUES,carrera 110 m con vallas,12100,1,Torneo de Luxembourg
Eduardo RODRIGUES,carrera 110 m con vallas,13293,1,Torneo de Nicaragua
Birhanu LEGESE,carrera 42000 m,7303206,1,Torneo de Botswana
Birhanu LEGESE,carrera 42000 m,8023472,1,Torneo de Australia
Stewart MCSWEYN,carrera 10000 m,1608164,1,Torneo de Kosovo
Stewart MCSWEYN,carrera 10000 m,1768354,1,Torneo de Slovakia
Salwa Eid NASER,carrera 400 m,43457,1,Torneo de South Korea
Salwa Eid NASER,carrera 400 m,47771,1,Torneo de Trinidad and Tobago
Emmanuel Kipkurui KORIR,carrera 800 m,101910,1,Torneo de Japan
Emmanuel Kipkurui KORIR,carrera 800 m,112026,1,Torneo de Tuvalu
Vincent Kiprotich KIBET,carrera 10000 m,1609953,1,Torneo de Vietnam
Vincent Kiprotich KIBET,carrera 10000 m,1767971,1,Torneo de Bahrain
Netsanet GUDETA,carrera 21000 m,3482018,1,Torneo de Syria
Netsanet GUDETA,carrera 21000 m,3828474,1,Torneo de Switzerland
Selemon BAREGA,carrera 5000 m,772111,1,Torneo de Bangladesh
Selemon BAREGA,carrera 5000 m,849153,1,Torneo de Azerbaijan
Kemar MOWATT,carrera 400 m con vallas,46099,1,Torneo de Bahamas
Kemar MOWATT,carrera 400 m con vallas,50687,1,Torneo de Armenia
Yuki KOIKE,carrera 100 m,9764,1,Torneo de Gambia
Yuki KOIKE,carrera 100 m,10733,1,Torneo de Timor-Leste
Benjamin KIGEN,carrera 3000 m con vallas,481168,1,Torneo de Sweden
Benjamin KIGEN,carrera 3000 m con vallas,528889,1,Torneo de Kazakhstan
Abadi HADIS,carrera 5000 m,772645,1,Torneo de Estonia
Abadi HADIS,carrera 5000 m,849157,1,Torneo de Lithuania
Paul CHELIMO,carrera 5000 m,772442,1,Torneo de Saudi Arabia
Paul CHELIMO,carrera 5000 m,849132,1,Torneo de Myanmar
Natoya GOULE,carrera 800 m,101894,1,Torneo de Monaco
Natoya GOULE,carrera 800 m,112077,1,Torneo de Liberia
Donavan BRAZIER,carrera 800 m,101977,1,Torneo de Malta
Donavan BRAZIER,carrera 800 m,112075,1,Torneo de Sudan
Seifu TURA,carrera 21000 m,3481150,1,Torneo de Congo Democratic Republic of the
Seifu TURA,carrera 21000 m,3829025,1,Torneo de Panama
Karsten WARHOLM,carrera 400 m con vallas,46102,1,Torneo de Israel
Karsten WARHOLM,carrera 400 m con vallas,50697,1,Torneo de Ivory Coast
Konstanze KLOSTERHALFEN,carrera 5000 m,772460,1,Torneo de Cameroon
Konstanze KLOSTERHALFEN,carrera 5000 m,849050,1,Torneo de Congo Democratic Republic of the
Mujinga KAMBUNDJI,carrera 200 m,19515,1,Torneo de Belize
Mujinga KAMBUNDJI,carrera 200 m,21448,1,Torneo de Japan
Yomif KEJELCHA,carrera 21000 m,3481810,1,Torneo de Wales
Yomif KEJELCHA,carrera 21000 m,3828454,1,Torneo de Cyprus
Fantu WORKU,carrera 5000 m,772328,1,Torneo de Qatar
Fantu WORKU,carrera 5000 m,849255,1,Torneo de Syria
Joshua CHEPTEGEI,carrera 10000 m,1609174,1,Torneo de Thailand
Joshua CHEPTEGEI,carrera 10000 m,1766586,1,Torneo de South Africa
Bernardo BALOYES,carrera 200 m,19522,1,Torneo de Guinea-Bissau
Bernardo BALOYES,carrera 200 m,21440,1,Torneo de Sao Tome and Principe
Kayla WHITE,carrera 100 m,9765,1,Torneo de Algeria
Kayla WHITE,carrera 100 m,10732,1,Torneo de Syria
Wilbert LONDON,carrera 400 m,43456,1,Torneo de Laos
Wilbert LONDON,carrera 400 m,47706,1,Torneo de Liberia
Hagos GEBRHIWET,carrera 5000 m,772664,1,Torneo de Honduras
Hagos GEBRHIWET,carrera 5000 m,848703,1,Torneo de Sweden
Kori CARTER,carrera 400 m con vallas,46117,1,Torneo de Malawi
Kori CARTER,carrera 400 m con vallas,50694,1,Torneo de Philippines
Shericka JACKSON,carrera 400 m,43501,1,Torneo de Sweden
Shericka JACKSON,carrera 400 m,47762,1,Torneo de Gambia
Tsigie GEBRESELAMA,carrera 10000 m,1608952,1,Torneo de Saint Lucia
Tsigie GEBRESELAMA,carrera 10000 m,1768723,1,Torneo de Moldova
ShaCarri RICHARDSON,carrera 100 m,9760,1,Torneo de Suriname
ShaCarri RICHARDSON,carrera 100 m,10732,1,Torneo de Mauritius
Hyvin KIYENG,carrera 3000 m con vallas,481179,1,Torneo de Kenya
Hyvin KIYENG,carrera 3000 m con vallas,528800,1,Torneo de Oman
Chala BEYO,carrera 3000 m con vallas,481040,1,Torneo de Georgia
Chala BEYO,carrera 3000 m con vallas,529015,1,Torneo de Mozambique
Blessing OKAGBARE,carrera 200 m,19508,1,Torneo de Oman
Blessing OKAGBARE,carrera 200 m,21449,1,Torneo de Austria
Beatrice CHEPKOECH,carrera 3000 m con vallas,481056,1,Torneo de Kyrgyzstan
Beatrice CHEPKOECH,carrera 3000 m con vallas,529067,1,Torneo de Scotland
Shamier LITTLE,carrera 400 m con vallas,46113,1,Torneo de Kazakhstan
Shamier LITTLE,carrera 400 m con vallas,50699,1,Torneo de Mexico
Fred KERLEY,carrera 400 m,43470,1,Torneo de French Guiana
Fred KERLEY,carrera 400 m,47776,1,Torneo de Thailand
Teahna DANIELS,carrera 200 m,19506,1,Torneo de Latvia
Teahna DANIELS,carrera 200 m,21444,1,Torneo de Uzbekistan
Caroline Chepkoech KIPKIRUI,carrera 21000 m,3481586,1,Torneo de North Korea
Caroline Chepkoech KIPKIRUI,carrera 21000 m,3825784,1,Torneo de Cuba
Stephen KIPROP,carrera 21000 m,3481218,1,Torneo de North Korea
Stephen KIPROP,carrera 21000 m,3828110,1,Torneo de Bosnia and Herzegovina
Andrea Carolina VARGAS,carrera 110 m con vallas,12105,1,Torneo de Germany
Andrea Carolina VARGAS,carrera 110 m con vallas,13295,1,Torneo de Saint Lucia
Yalemzerf YEHUALAW,carrera 21000 m,3482942,1,Torneo de Azerbaijan
Yalemzerf YEHUALAW,carrera 21000 m,3827260,1,Torneo de Marshall Islands
Vernon NORWOOD,carrera 400 m,43464,1,Torneo de Belize
Vernon NORWOOD,carrera 400 m,47793,1,Torneo de Haiti
Rushell CLAYTON,carrera 400 m con vallas,46118,1,Torneo de Papua New Guinea
Rushell CLAYTON,carrera 400 m con vallas,50693,1,Torneo de Ethiopia
David KENDZIERA,carrera 400 m con vallas,46118,1,Torneo de Uruguay
David KENDZIERA,carrera 400 m con vallas,50690,1,Torneo de San Marino
Molly HUDDLE,carrera 10000 m,1608385,1,Torneo de Bhutan
Molly HUDDLE,carrera 10000 m,1768204,1,Torneo de Micronesia
Sydney MCLAUGHLIN,carrera 400 m,43453,1,Torneo de United States
Sydney MCLAUGHLIN,carrera 400 m,47793,1,Torneo de Iceland
Tia-Adana BELLE,carrera 400 m con vallas,46202,1,Torneo de Central African Republic
Tia-Adana BELLE,carrera 400 m con vallas,50660,1,Torneo de Gabon
Shane BRATHWAITE,carrera 110 m con vallas,12128,1,Torneo de Slovakia
Shane BRATHWAITE,carrera 110 m con vallas,13307,1,Torneo de Moldova
Steven GARDINER,carrera 400 m,43453,1,Torneo de Andorra
Steven GARDINER,carrera 400 m,47789,1,Torneo de Algeria
Mario BURKE,carrera 100 m,9760,1,Torneo de San Marino
Mario BURKE,carrera 100 m,10733,1,Torneo de Belize
Phyllis FRANCIS,carrera 400 m,43450,1,Torneo de Lithuania
Phyllis FRANCIS,carrera 400 m,47792,1,Torneo de Serbia
Winny CHEBET,carrera 1500 m,208809,1,Torneo de Togo
Winny CHEBET,carrera 1500 m,229539,1,Torneo de Belize
Takatoshi ABE,carrera 400 m con vallas,46116,1,Torneo de Bulgaria
Takatoshi ABE,carrera 400 m con vallas,50692,1,Torneo de Finland
Barnabas KIPYEGO,carrera 3000 m con vallas,481256,1,Torneo de Australia
Barnabas KIPYEGO,carrera 3000 m con vallas,529130,1,Torneo de United Arab Emirates
Tsehay GEMECHU,carrera 10000 m,1608234,1,Torneo de Dominican Republic
Tsehay GEMECHU,carrera 10000 m,1767171,1,Torneo de Vietnam
Kendall ELLIS,carrera 400 m,43454,1,Torneo de Niger
Kendall ELLIS,carrera 400 m,47793,1,Torneo de Cameroon
Benard KIMELI,carrera 21000 m,3485931,1,Torneo de Indonesia
Benard KIMELI,carrera 21000 m,3826137,1,Torneo de Congo Democratic Republic of the
Takele NIGATE,carrera 3000 m con vallas,481059,1,Torneo de Venezuela
Takele NIGATE,carrera 3000 m con vallas,528903,1,Torneo de Chile
Rose Mary ALMANZA,carrera 800 m,101933,1,Torneo de Guyana
Rose Mary ALMANZA,carrera 800 m,111967,1,Torneo de Armenia
Steven GARDINER,carrera 200 m,19504,1,Torneo de Georgia
Steven GARDINER,carrera 200 m,21450,1,Torneo de Gambia
Omar MCLEOD,carrera 110 m con vallas,12099,1,Torneo de Kosovo
Omar MCLEOD,carrera 110 m con vallas,13307,1,Torneo de South Korea
Blessing OKAGBARE,carrera 100 m,9760,1,Torneo de Guinea-Bissau
Blessing OKAGBARE,carrera 100 m,10736,1,Torneo de Russia
Andamlak BELIHU,carrera 21000 m,3482665,1,Torneo de Ghana
Andamlak BELIHU,carrera 21000 m,3827938,1,Torneo de Myanmar
Hagos GEBRHIWET,carrera 10000 m,1608136,1,Torneo de Eritrea
Hagos GEBRHIWET,carrera 10000 m,1767755,1,Torneo de Scotland
Aminatou SEYNI,carrera 400 m,43484,1,Torneo de Niger
Aminatou SEYNI,carrera 400 m,47772,1,Torneo de Guatemala
Cravon GILLESPIE,carrera 200 m,19517,1,Torneo de Kuwait
Cravon GILLESPIE,carrera 200 m,21438,1,Torneo de Tonga
Kirani JAMES,carrera 400 m,43494,1,Torneo de South Africa
Kirani JAMES,carrera 400 m,47772,1,Torneo de Singapore
Lea SPRUNGER,carrera 400 m con vallas,46143,1,Torneo de Tajikistan
Lea SPRUNGER,carrera 400 m con vallas,50701,1,Torneo de Syria
Tebogo MAMATHU,carrera 100 m,9763,1,Torneo de Kuwait
Tebogo MAMATHU,carrera 100 m,10735,1,Torneo de Brunei
Getaneh MOLLA,carrera 42000 m,7303850,1,Torneo de Bahrain
Getaneh MOLLA,carrera 42000 m,8026049,1,Torneo de Nigeria
TJ HOLMES,carrera 400 m con vallas,46094,1,Torneo de Comoros
TJ HOLMES,carrera 400 m con vallas,50687,1,Torneo de Azerbaijan
Kiara PARKER,carrera 100 m,9765,1,Torneo de Mozambique
Kiara PARKER,carrera 100 m,10730,1,Torneo de Monaco
Matthew HUGHES,carrera 3000 m con vallas,481095,1,Torneo de Germany
Matthew HUGHES,carrera 3000 m con vallas,529132,1,Torneo de Mali
Eva CHERONO,carrera 5000 m,772275,1,Torneo de Cyprus
Eva CHERONO,carrera 5000 m,848796,1,Torneo de Haiti
Emmanuel Kipkurui KORIR,carrera 400 m,43498,1,Torneo de Kiribati
Emmanuel Kipkurui KORIR,carrera 400 m,47765,1,Torneo de Madagascar
Jenny SIMPSON,carrera 1500 m,208884,1,Torneo de Mali
Jenny SIMPSON,carrera 1500 m,229430,1,Torneo de Barbados
Ciara MAGEEAN,carrera 1500 m,209043,1,Torneo de Bhutan
Ciara MAGEEAN,carrera 1500 m,229635,1,Torneo de Panama
Degitu AZIMERAW,carrera 10000 m,1610703,1,Torneo de Equatorial Guinea
Degitu AZIMERAW,carrera 10000 m,1768348,1,Torneo de Sri Lanka
Vivian J. CHERUIYOT,carrera 21000 m,3484087,1,Torneo de Bangladesh
Vivian J. CHERUIYOT,carrera 21000 m,3827707,1,Torneo de Turkey
Alemu MEGERTU,carrera 21000 m,3482593,1,Torneo de Puerto Rico
Alemu MEGERTU,carrera 21000 m,3826947,1,Torneo de Scotland
Shivpal SINGH,lanzamiento de jabalina,9967,2,Torneo de Greece
Shivpal SINGH,lanzamiento de jabalina,9063,9,Torneo de Scotland
Tina ŠUTEJ,salto con pertiga,667,1,Torneo de Vietnam
Tina ŠUTEJ,salto con pertiga,606,10,Torneo de Trinidad and Tobago
Omar CRADDOCK,salto triple,1995,3,Torneo de Tanzania
Omar CRADDOCK,salto triple,1814,2,Torneo de Puerto Rico
Kelsey CARD,lanzamiento de disco,7905,1,Torneo de Jordan
Kelsey CARD,lanzamiento de disco,7187,4,Torneo de Chad
Sara KOLAK,lanzamiento de jabalina,9940,8,Torneo de Morocco
Sara KOLAK,lanzamiento de jabalina,9087,4,Torneo de Zimbabwe
Darya NIDBAYKINA,salto triple,1996,4,Torneo de Sweden
Darya NIDBAYKINA,salto triple,1814,3,Torneo de Turkey
Yanis Esmeralda DAVID,salto triple,1996,1,Torneo de Canada
Yanis Esmeralda DAVID,salto triple,1815,3,Torneo de Paraguay
Liveta JASIŪNAITĖ,lanzamiento de jabalina,9964,2,Torneo de Cabo Verde
Liveta JASIŪNAITĖ,lanzamiento de jabalina,9064,9,Torneo de Morocco
Tissanna HICKLING,salto largo,956,7,Torneo de Macedonia
Tissanna HICKLING,salto largo,871,10,Torneo de Slovenia
Thobias MONTLER,salto largo,956,4,Torneo de Bangladesh
Thobias MONTLER,salto largo,869,2,Torneo de Mexico
Miltiadis TENTOGLOU,salto largo,956,9,Torneo de United Arab Emirates
Miltiadis TENTOGLOU,salto largo,869,3,Torneo de Mozambique
Yarisley SILVA,salto con pertiga,667,3,Torneo de Vatican City
Yarisley SILVA,salto con pertiga,606,1,Torneo de Slovakia
Andrius GUDŽIUS,lanzamiento de disco,7904,4,Torneo de Israel
Andrius GUDŽIUS,lanzamiento de disco,7192,2,Torneo de Turkey
Tim NEDOW,lanzamiento de bala,2521,7,Torneo de United States
Tim NEDOW,lanzamiento de bala,2292,1,Torneo de Micronesia
Keshorn WALCOTT,lanzamiento de jabalina,9959,9,Torneo de Marshall Islands
Keshorn WALCOTT,lanzamiento de jabalina,9061,2,Torneo de Scotland
Darlan ROMANI,lanzamiento de bala,2521,8,Torneo de Sri Lanka
Darlan ROMANI,lanzamiento de bala,2291,8,Torneo de Ukraine
JuVaughn HARRISON,salto largo,956,7,Torneo de Nicaragua
JuVaughn HARRISON,salto largo,869,6,Torneo de Montenegro
Jacko GILL,lanzamiento de bala,2516,3,Torneo de Macedonia
Jacko GILL,lanzamiento de bala,2291,9,Torneo de Solomon Islands
Yelena SOKOLOVA,salto largo,956,1,Torneo de Monaco
Yelena SOKOLOVA,salto largo,869,6,Torneo de Slovakia
Edis MATUSEVIČIUS,lanzamiento de jabalina,9966,7,Torneo de Jordan
Edis MATUSEVIČIUS,lanzamiento de jabalina,9067,10,Torneo de Singapore
Jeneva STEVENS,lanzamiento de bala,2521,3,Torneo de Bhutan
Jeneva STEVENS,lanzamiento de bala,2291,7,Torneo de Palau
Joe KOVACS,lanzamiento de bala,2519,6,Torneo de Ukraine
Joe KOVACS,lanzamiento de bala,2291,7,Torneo de Canada
Bernhard SEIFERT,lanzamiento de jabalina,9966,8,Torneo de Portugal
Bernhard SEIFERT,lanzamiento de jabalina,9062,4,Torneo de Guinea-Bissau
Marike STEINACKER,lanzamiento de disco,7892,4,Torneo de Sweden
Marike STEINACKER,lanzamiento de disco,7192,10,Torneo de Indonesia
Benjamin WILLIAMS,salto triple,1996,10,Torneo de Guyana
Benjamin WILLIAMS,salto triple,1815,6,Torneo de Marshall Islands
Yang CHEN,lanzamiento de disco,7903,8,Torneo de Zimbabwe
Yang CHEN,lanzamiento de disco,7189,3,Torneo de Latvia
Ola STUNES ISENE,lanzamiento de disco,7903,10,Torneo de Sierra Leone
Ola STUNES ISENE,lanzamiento de disco,7186,5,Torneo de Guinea
Yekaterina STARYGINA,lanzamiento de jabalina,9962,5,Torneo de Saint Lucia
Yekaterina STARYGINA,lanzamiento de jabalina,9065,8,Torneo de Afghanistan
Conor MCCULLOUGH,lanzamiento de martillo,8988,10,Torneo de Venezuela
Conor MCCULLOUGH,lanzamiento de martillo,8181,7,Torneo de Denmark
Eliza MCCARTNEY,salto con pertiga,667,4,Torneo de Denmark
Eliza MCCARTNEY,salto con pertiga,606,6,Torneo de Uzbekistan
Robert URBANEK,lanzamiento de disco,7905,3,Torneo de Peru
Robert URBANEK,lanzamiento de disco,7194,3,Torneo de Georgia
Hibiki TSUHA,salto largo,956,3,Torneo de Montenegro
Hibiki TSUHA,salto largo,869,5,Torneo de Wales
Alysha NEWMAN,salto con pertiga,667,3,Torneo de Kenya
Alysha NEWMAN,salto con pertiga,606,10,Torneo de Uganda
Mirela DEMIREVA,salto de altura,261,1,Torneo de Yemen
Mirela DEMIREVA,salto de altura,237,7,Torneo de Samoa
Hilary KPATCHA,salto largo,956,8,Torneo de Palau
Hilary KPATCHA,salto largo,869,3,Torneo de Vanuatu
Tomas WALSH,lanzamiento de bala,2521,6,Torneo de Panama
Tomas WALSH,lanzamiento de bala,2291,1,Torneo de Nigeria
Renaud LAVILLENIE,salto con pertiga,667,1,Torneo de Suriname
Renaud LAVILLENIE,salto con pertiga,606,4,Torneo de Slovakia
Arshad NADEEM,lanzamiento de jabalina,9968,10,Torneo de Japan
Arshad NADEEM,lanzamiento de jabalina,9062,10,Torneo de Finland
Eivind HENRIKSEN,lanzamiento de martillo,8992,6,Torneo de Niger
Eivind HENRIKSEN,lanzamiento de martillo,8180,8,Torneo de Kenya
Paraskevi PAPACHRISTOU,salto triple,1996,8,Torneo de Indonesia
Paraskevi PAPACHRISTOU,salto triple,1814,10,Torneo de Central African Republic
David WROBEL,lanzamiento de disco,7905,5,Torneo de Lithuania
David WROBEL,lanzamiento de disco,7191,5,Torneo de Iraq
Michał HARATYK,lanzamiento de bala,2521,2,Torneo de Jamaica
Michał HARATYK,lanzamiento de bala,2293,10,Torneo de Turkey
Kamila LIĆWINKO,salto de altura,261,3,Torneo de Trinidad and Tobago
Kamila LIĆWINKO,salto de altura,237,2,Torneo de Togo
Janee KASSANAVOID,lanzamiento de martillo,8992,8,Torneo de Spain
Janee KASSANAVOID,lanzamiento de martillo,8174,6,Torneo de Equatorial Guinea
Ehsan HADADI,lanzamiento de disco,7902,1,Torneo de Eritrea
Ehsan HADADI,lanzamiento de disco,7186,7,Torneo de Northern Ireland
Yaimé PÉREZ,lanzamiento de disco,7899,10,Torneo de Gambia
Yaimé PÉREZ,lanzamiento de disco,7189,4,Torneo de Puerto Rico
Alexie ALAÏS,lanzamiento de jabalina,9965,4,Torneo de Tunisia
Alexie ALAÏS,lanzamiento de jabalina,9063,8,Torneo de North Korea
Sam KENDRICKS,salto con pertiga,667,2,Torneo de Mexico
Sam KENDRICKS,salto con pertiga,606,3,Torneo de Saint Vincent and the Grenadines
Yanis Esmeralda DAVID,salto largo,956,3,Torneo de Panama
Yanis Esmeralda DAVID,salto largo,869,10,Torneo de Suriname
Christin HUSSONG,lanzamiento de jabalina,9966,3,Torneo de Eritrea
Christin HUSSONG,lanzamiento de jabalina,9065,8,Torneo de Lithuania
Julius YEGO,lanzamiento de jabalina,9968,1,Torneo de United Arab Emirates
Julius YEGO,lanzamiento de jabalina,9062,9,Torneo de Austria
Fedrick DACRES,lanzamiento de disco,7904,4,Torneo de Paraguay
Fedrick DACRES,lanzamiento de disco,7189,1,Torneo de Uzbekistan
Ruswahl SAMAAI,salto largo,956,9,Torneo de Antigua and Barbuda
Ruswahl SAMAAI,salto largo,869,3,Torneo de North Korea
Kelsey-Lee BARBER,lanzamiento de jabalina,9963,7,Torneo de Mexico
Kelsey-Lee BARBER,lanzamiento de jabalina,9066,3,Torneo de Netherlands
Naa ANANG,salto largo,956,3,Torneo de Virgin Islands (British)
Naa ANANG,salto largo,869,4,Torneo de Puerto Rico
Tajay GAYLE,salto largo,955,3,Torneo de Scotland
Tajay GAYLE,salto largo,869,6,Torneo de Papua New Guinea
Iryna ZHUK,salto con pertiga,667,7,Torneo de Iran
Iryna ZHUK,salto con pertiga,606,10,Torneo de Slovenia
Luvo MANYONGA,salto largo,956,9,Torneo de United Arab Emirates
Luvo MANYONGA,salto largo,869,10,Torneo de Guatemala
Changzhou HUANG,salto largo,956,8,Torneo de Puerto Rico
Changzhou HUANG,salto largo,870,9,Torneo de Equatorial Guinea
Joanna FIODOROW,lanzamiento de martillo,8986,1,Torneo de San Marino
Joanna FIODOROW,lanzamiento de martillo,8175,5,Torneo de Costa Rica
Jeron ROBINSON,salto de altura,261,8,Torneo de Uruguay
Jeron ROBINSON,salto de altura,237,3,Torneo de Tanzania
Eldred HENRY,lanzamiento de bala,2519,2,Torneo de Zimbabwe
Eldred HENRY,lanzamiento de bala,2291,7,Torneo de Russia
Jessica RAMSEY,lanzamiento de bala,2519,10,Torneo de Egypt
Jessica RAMSEY,lanzamiento de bala,2292,3,Torneo de Puerto Rico
Anna CHICHEROVA,salto de altura,261,8,Torneo de Denmark
Anna CHICHEROVA,salto de altura,237,3,Torneo de South Africa
Nadia EKE,salto triple,1996,8,Torneo de Bhutan
Nadia EKE,salto triple,1814,3,Torneo de Guyana
Xinglong GAO,salto largo,956,9,Torneo de Romania
Xinglong GAO,salto largo,869,10,Torneo de Chad
Darya KLISHINA,salto largo,956,8,Torneo de Albania
Darya KLISHINA,salto largo,869,9,Torneo de Turkmenistan
Ben BROEDERS,salto con pertiga,667,5,Torneo de Virgin Islands (British)
Ben BROEDERS,salto con pertiga,606,7,Torneo de Guyana
María Fernanda MURILLO,salto de altura,261,5,Torneo de Turkey
María Fernanda MURILLO,salto de altura,237,4,Torneo de Thailand
Ernest John OBIENA,salto con pertiga,667,1,Torneo de Trinidad and Tobago
Ernest John OBIENA,salto con pertiga,606,10,Torneo de Slovakia
Thomas RÖHLER,lanzamiento de jabalina,9967,9,Torneo de Chad
Thomas RÖHLER,lanzamiento de jabalina,9063,3,Torneo de Saint Vincent and the Grenadines
Ana ŠIMIĆ,salto de altura,261,6,Torneo de Nicaragua
Ana ŠIMIĆ,salto de altura,237,5,Torneo de Vatican City
Paweł FAJDEK,lanzamiento de martillo,8988,6,Torneo de Central African Republic
Paweł FAJDEK,lanzamiento de martillo,8174,1,Torneo de Comoros
Florentina Costina IUSCO,salto largo,956,2,Torneo de Liechtenstein
Florentina Costina IUSCO,salto largo,869,10,Torneo de Tonga
Yulimar ROJAS,salto triple,1996,6,Torneo de Togo
Yulimar ROJAS,salto triple,1815,4,Torneo de Canada
Oliver HELANDER,lanzamiento de jabalina,9956,8,Torneo de Slovakia
Oliver HELANDER,lanzamiento de jabalina,9067,6,Torneo de South Africa
Christian TAYLOR,salto triple,1994,2,Torneo de Slovenia
Christian TAYLOR,salto triple,1815,6,Torneo de Oman
Yaoqing FANG,salto triple,1996,7,Torneo de Nauru
Yaoqing FANG,salto triple,1816,1,Torneo de Mozambique
Caterine IBARGUEN,salto triple,1995,7,Torneo de Angola
Caterine IBARGUEN,salto triple,1814,1,Torneo de Laos
Marie-Laurence JUNGFLEISCH,salto de altura,261,7,Torneo de Italy
Marie-Laurence JUNGFLEISCH,salto de altura,237,9,Torneo de Yemen
Cristian NÁPOLES,salto triple,1996,3,Torneo de Maldives
Cristian NÁPOLES,salto triple,1814,9,Torneo de Saint Lucia
Quentin BIGOT,lanzamiento de martillo,8986,5,Torneo de Thailand
Quentin BIGOT,lanzamiento de martillo,8182,2,Torneo de Malawi
Luis Enrique ZAYAS,salto de altura,261,10,Torneo de Uruguay
Luis Enrique ZAYAS,salto de altura,237,7,Torneo de Puerto Rico
Keturah ORJI,salto largo,956,7,Torneo de Monaco
Keturah ORJI,salto largo,870,9,Torneo de United States
Stefano SOTTILE,salto de altura,261,9,Torneo de South Sudan
Stefano SOTTILE,salto de altura,237,1,Torneo de Malta
Andriy PROTSENKO,salto de altura,261,9,Torneo de Uganda
Andriy PROTSENKO,salto de altura,237,8,Torneo de Wales
Valeriy PRONKIN,lanzamiento de martillo,8991,10,Torneo de Djibouti
Valeriy PRONKIN,lanzamiento de martillo,8174,5,Torneo de Greece
